ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0022613,ribonucleoprotein complex biogenesis,40/857,422/23843,2.7719161771684202e-08,2.39064695204469e-06,1.9185954076329599e-06,Sf3b1/Ncl/Rpl12/Rpl35/Rps21/Ddx3x/Rpl10/Eif2s3x/Rpl34/Rps6/Cdkn2a/Rps8/Lyar/Rplp0/Rpl6/Wbp11/Gemin7/Rps16/Rps17/Ddx21/Rrp1/Rps24/Gnl3/Rps27l/Nhp2/Rpl26/Rpl23a/Rpl27/Rpl38/Rps23/Nsa2/Hsp90aa1/Rpl35a/Rpl24/Rps2/Wdr43/Eif2s3y/Gm10036/Rps14/Pdcd11,40
GO:0072522,purine-containing compound biosynthetic process,30/857,266/23843,3.4331054876442297e-08,2.9060602192632898e-06,2.3322363790331599e-06,Cox5b/Ramp1/Atp5c1/Ak1/Mtch2/Pgk1/Atp5f1/Papss1/Vcp/Atp5k/Atp5j2/Hk2/Tpi1/Gapdh/Apoe/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Acat1/Pkm/Nme6/Aldoc/Nme1/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1,30
GO:0006099,tricarboxylic acid cycle,10/857,29/23843,3.6764597116445199e-08,3.0028713282593901e-06,2.40993139333417e-06,Idh1/Fh1/Idh3g/Sdhb/Mdh2/Suclg1/Sdhd/Idh3a/Mdh1/Sdha,10
GO:1901293,nucleoside phosphate biosynthetic process,33/857,313/23843,3.7330282517976802e-08,3.0028713282593901e-06,2.40993139333417e-06,Cox5b/Ramp1/Atp5c1/Ak1/Mtch2/Pgk1/Atp5f1/Papss1/Vcp/Nadk/Atp5k/Atp5j2/Suclg1/Hk2/Tpi1/Gapdh/Apoe/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Acat1/Pkm/Nmnat3/Nme6/Aldoc/Nme1/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1,33
GO:0006457,protein folding,24/857,181/23843,3.7445562395708901e-08,3.0028713282593901e-06,2.40993139333417e-06,Hspe1/Hspa5/Pdia3/B2m/Pfdn4/Vbp1/Cct3/Dnaja1/Cct7/Chchd4/Hsp90b1/Calr/Hspa8/Cryab/Ppib/Nudcd3/P4hb/Pdia6/Hsp90aa1/Cct5/Emc2/St13/Cct8/Pfdn1,24
GO:0072350,tricarboxylic acid metabolic process,11/857,38/23843,6.0028848857838499e-08,4.73089427808931e-06,3.7967429812988599e-06,Idh1/Fh1/Idh3g/Sdhb/Mdh2/Suclg1/Sdhd/Idh3a/Mdh1/Acly/Sdha,11
GO:0009165,nucleotide biosynthetic process,32/857,306/23843,7.25071556875024e-08,5.61746116351819e-06,4.5082504472960897e-06,Cox5b/Ramp1/Atp5c1/Ak1/Mtch2/Pgk1/Atp5f1/Papss1/Vcp/Nadk/Atp5k/Atp5j2/Hk2/Tpi1/Gapdh/Apoe/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Acat1/Pkm/Nmnat3/Nme6/Aldoc/Nme1/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1,32
GO:0015985,"energy coupled proton transport, down electrochemical gradient",9/857,25/23843,1.16834234341313e-07,8.7549063143301993e-06,7.0261830315699097e-06,Cox5b/Atp5c1/Atp5f1/Atp5k/Atp5b/Atp5l/Atp5h/Atp5o/Atp5a1,9
GO:0015986,ATP synthesis coupled proton transport,9/857,25/23843,1.16834234341313e-07,8.7549063143301993e-06,7.0261830315699097e-06,Cox5b/Atp5c1/Atp5f1/Atp5k/Atp5b/Atp5l/Atp5h/Atp5o/Atp5a1,9
GO:1903362,regulation of cellular protein catabolic process,26/857,222/23843,1.3158800386722501e-07,9.7014317044691298e-06,7.7858097364563608e-06,Pdcl3/Psmd14/Bcap31/Sdcbp/Vcp/Alad/Cdkn2a/Atpif1/Atraid/Apoe/Sirt2/Ctsc/Cd81/Os9/Gabarapl2/Ldlr/Rdx/Anxa2/Gpx1/Rpl23/Plk2/Trib2/Hsp90aa1/Ube2v2/Dlgap1/Usp14,26
GO:0019674,NAD metabolic process,11/857,41/23843,1.4280707298735299e-07,1.0361446517860101e-05,8.3154995716111e-06,Idh3g/Vcp/Nadk/Mdh2/Ldhb/Gpi1/Ldha/Idh3a/Nmnat3/Mdh1/Gpd1,11
GO:0050768,negative regulation of neurogenesis,32/857,318/23843,1.76013946795987e-07,1.2571246106319599e-05,1.00889573122371e-05,Tnr/Dync1i2/Pax6/B2m/Flna/Sox2/Eif4e/Id3/Cav1/Ptprz1/Ptn/Cntn4/Apoe/Sirt2/Inppl1/Zfp365/Calr/Ldlr/Thy1/Ptpn9/Sox9/Plk2/Id2/Sox11/Lgals1/Hes1/App/Olig2/Six3/Syt4/Ctnna1/Dpysl3,32
GO:0050821,protein stabilization,21/857,155/23843,1.81886449141205e-07,1.27908147542223e-05,1.0265170449507701e-05,Atp1b1/Hypk/Flna/Pfn2/Pdcd10/Cct3/Cdkn2a/Stx12/Cct7/Gapdh/Tcf3/Lamp1/Calr/Cryab/Ppib/Rpl23/Ccnh/Pik3r1/Hsp90aa1/Cct5/Cct8,21
GO:0051098,regulation of binding,35/857,370/23843,2.1400271397977501e-07,1.48213091757811e-05,1.1894728201268199e-05,Hjurp/Ckmt1/B2m/S100a10/Larp7/Txn1/Cdkn2a/Id3/Cdc42/Eno1/Sri/Lrpap1/Hopx/Actb/Cav1/Camk1/Trim28/Apoe/Sirt2/Bax/Hmox1/Dph3/Aplp2/Anxa2/Nme1/Hnrnpk/Mef2c/Plk2/Id2/Sox11/Calm1/Eif3e/Tmbim6/Hes1/App,35
GO:0016999,antibiotic metabolic process,18/857,118/23843,2.24705913454855e-07,1.5330309408987201e-05,1.23032224413224e-05,Idh1/Prdx6/Fh1/Idh3g/Adh5/Prdx1/Sdhb/Mdh2/Cycs/Suclg1/Prdx2/Esd/Sdhd/Idh3a/Gpx1/Mdh1/Acly/Sdha,18
GO:0006413,translational initiation,17/857,107/23843,2.6633091228895799e-07,1.7902920589306299e-05,1.43678518471675e-05,Ddx3x/Eif2s3x/Eif4e/Paip2b/Eif3k/Eif3f/Eif4g2/Eif4ebp1/Eif4a1/Eif1/Alkbh1/Eif3e/Eif3h/Eif4a2/Rps2/Eif2s3y/Ddx3y,17
GO:0042063,gliogenesis,30/857,293/23843,2.9224147662276502e-07,1.9359938980328399e-05,1.5537170801378101e-05,Serpine2/Dner/Dbi/Kcnj10/Pax6/Phgdh/Pou3f1/Rheb/Ptprz1/Ptn/Sirt2/Ndn/Zfp365/Nfix/Otx2/Ldlr/Trf/Cnp/Sox9/Ntrk2/Id2/Sox11/Etv5/Hes1/Gap43/App/Olig2/Olig1/Qk/Metrn,30
GO:0045454,cell redox homeostasis,13/857,63/23843,3.02799310414329e-07,1.9772794970055699e-05,1.58685052149464e-05,Txndc9/Prdx6/Pdia3/Txn1/Prdx1/Glrx3/Prdx2/Gpx1/P4hb/Txndc15/Pdia6/Dld/Txnl1,13
GO:0031647,regulation of protein stability,27/857,249/23843,3.6549335767287998e-07,2.3530565322855399e-05,1.88842750406225e-05,Atp1b1/Hypk/Prnp/Flna/Pfn2/Pdcd10/Cct3/Cdkn2a/Stx12/Cdc42/Cct7/Gapdh/Psmd8/Cd81/Tcf3/Lamp1/Calr/Hspa8/Cryab/Ppib/Ctsh/Rpl23/Ccnh/Pik3r1/Hsp90aa1/Cct5/Cct8,27
GO:0010001,glial cell differentiation,25/857,219/23843,3.7321710493085499e-07,2.3694102592207499e-05,1.9015520624035501e-05,Serpine2/Dner/Kcnj10/Pax6/Phgdh/Pou3f1/Rheb/Ptprz1/Sirt2/Zfp365/Nfix/Otx2/Ldlr/Cnp/Sox9/Ntrk2/Id2/Sox11/Hes1/Gap43/App/Olig2/Olig1/Qk/Metrn,25
GO:0034404,nucleobase-containing small molecule biosynthetic process,21/857,167/23843,6.4537555961340904e-07,4.04111189451081e-05,3.2431634106023503e-05,Txndc9/Pdcl3/Ak1/Mtch2/Pgk1/Vcp/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Dctpp1/Mif/Nudt4/Pkm/Nme6/Aldoc/Nme1/Cnp/Gpd1/Pgam1,21
GO:0097193,intrinsic apoptotic signaling pathway,29/857,291/23843,8.0487496334546804e-07,4.9717344019623503e-05,3.9900273787467403e-05,Mtch2/Ndufs3/Serinc3/Ddx3x/Bcap31/Pdcd10/Dnaja1/Creb3/Cav1/Arl6ip5/Ybx3/Bax/Mif/Ndufa13/Hmox1/Uaca/Rps27l/Gpx1/Shisa5/Rpl26/Mybbp1a/Sept4/Mapt/Ddx5/P4hb/Hnrnpk/Pik3r1/Grina/Tmbim6,29
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,34/857,375/23843,8.4760861686666597e-07,5.1658919835967098e-05,4.1458470593408197e-05,Hspa5/Psmb7/Bcap31/Psmb4/Psmd4/Sdcbp/Vcp/Psmb2/Fbxo2/Psmc2/Ube2s/Sirt2/Psmd8/Hsp90b1/Os9/Psmd7/Psmd6/Psmc6/Psmb5/Psmb6/Psmb3/Psmc5/Psmd12/Psma2/Plk2/Trib2/Psma6/Psma3/Psmc1/Pcbp2/Ube2v2/Psmd2/Psmb1/Usp14,34
GO:0045787,positive regulation of cell cycle,32/857,343/23843,9.5399466094318304e-07,5.7377757831201197e-05,4.60480802408171e-05,Nusap1/Dynlt3/Ddx3x/Cks1b/Larp7/Eif4e/Anp32b/Cdkn2a/Rcc2/Pebp1/Fzd9/Asns/Chmp3/Ccnd2/Sirt2/Rps15a/Mif/Tcf3/Eif4ebp1/Calr/Rgcc/Rdx/Tmod3/Cdc25a/Rpl26/Mybbp1a/Rpl23/Ccnh/Id2/Hes1/App/Rpl17,32
GO:0072594,establishment of protein localization to organelle,37/857,430/23843,1.00347804887234e-06,5.95701059921487e-05,4.78075324719083e-05,Psmb7/Mtch2/Arxes1/Sec62/Dnaja1/Txn1/Cdkn2a/Atpif1/Scarb2/Hk2/Cct7/Chchd4/Wbp11/Psmd8/Bax/Spcs2/Uqcrc2/Timm44/Lamp1/Ndufa13/Nutf2/Spcs1/Hspa8/Uaca/Zic1/Ppp2ca/Kpnb1/Mapt/Ddx5/Pik3r1/Hsp90aa1/Cct5/Srebf2/Hes1/Cct8/Six3/Ppp2r2b,37
GO:0045665,negative regulation of neuron differentiation,26/857,247/23843,1.0577083836056699e-06,6.1984423352070802e-05,4.9745124384153299e-05,Tnr/Dync1i2/Pax6/B2m/Flna/Sox2/Eif4e/Id3/Cav1/Ptprz1/Cntn4/Apoe/Inppl1/Zfp365/Calr/Thy1/Ptpn9/Sox9/Plk2/Id2/Lgals1/Hes1/App/Olig2/Six3/Dpysl3,26
GO:0006839,mitochondrial transport,27/857,263/23843,1.07759385157145e-06,6.2068699396251596e-05,4.9812759478160202e-05,Cox5b/Psmb7/Mtch2/Slc25a5/Cdkn2a/Atpif1/Hk2/Chchd4/Wbp11/Psmd8/Bax/Uqcrc2/Slc25a3/Timm44/Slc25a4/Ndufa13/Cnp/Slc25a39/Hsp90aa1/Siva1/Tst/Srebf2/Slc25a1/Hes1/Atp5o/Mpc1/Ppp2r2b,27
GO:0010721,negative regulation of cell development,33/857,362/23843,1.0863040804419399e-06,6.2068699396251596e-05,4.9812759478160202e-05,Tnr/Dync1i2/Pax6/B2m/Flna/Sox2/Eif4e/Id3/Rcc2/Cav1/Ptprz1/Ptn/Cntn4/Apoe/Sirt2/Inppl1/Zfp365/Calr/Ldlr/Thy1/Ptpn9/Sox9/Plk2/Id2/Sox11/Lgals1/Hes1/App/Olig2/Six3/Syt4/Ctnna1/Dpysl3,33
GO:0048709,oligodendrocyte differentiation,15/857,95/23843,1.44620657084741e-06,8.1612472041278004e-05,6.5497464579639095e-05,Kcnj10/Pax6/Rheb/Ptprz1/Sirt2/Zfp365/Otx2/Cnp/Sox9/Ntrk2/Id2/Hes1/Olig2/Olig1/Qk,15
GO:0006979,response to oxidative stress,34/857,385/23843,1.53629728732285e-06,8.5639206101863005e-05,6.8729089169706597e-05,Idh1/Prdx6/Ndufs2/Prnp/Cst3/Dgkk/Car3/Pdcd10/Txn1/Cdkn2a/Prdx1/Mpv17/Chchd4/Arl6ip5/Lig1/Apoe/Sirt2/Psap/Ndufa12/Hmox1/Prdx2/Psmb5/Cryab/Uaca/Gpx1/Atox1/Nfe2l1/Mapt/P4hb/Fos/Etv5/App/Txnl1/Gstp1,34
GO:0050890,cognition,29/857,303/23843,1.8315868795309e-06,0.00010086968224500899,8.0952191187890803e-05,Dbi/Tnr/Atp1a2/Pax6/Gatm/Prnp/Elavl4/Fzd9/Ptprz1/Ptn/Chl1/Slc6a1/Ccnd2/Apoe/S100b/Vdac3/Ldlr/Tmod2/Gm2a/C1ql1/Mapt/Ntrk2/Mef2c/Plk2/Ntan1/App/Cbr3/Syt4/Camk4,29
GO:0007611,learning or memory,27/857,272/23843,2.0636284381079599e-06,0.00011229578084037501,9.0122119132910394e-05,Dbi/Tnr/Atp1a2/Pax6/Gatm/Prnp/Elavl4/Fzd9/Ptprz1/Ptn/Slc6a1/Ccnd2/Apoe/S100b/Vdac3/Ldlr/Tmod2/Gm2a/C1ql1/Mapt/Ntrk2/Mef2c/Plk2/Ntan1/App/Syt4/Camk4,27
GO:0006090,pyruvate metabolic process,15/857,98/23843,2.1659860876197102e-06,0.000116479087135408,9.3479399570955699e-05,Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Ldhb/Gpi1/Ldha/Mif/Pkm/Aldoc/Dld/Gpd1/Mpc1/Pgam1,15
GO:0006165,nucleoside diphosphate phosphorylation,14/857,86/23843,2.21741730452793e-06,0.000117858308127874,9.4586282818602798e-05,Ak1/Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Mif/Pkm/Nme6/Aldoc/Nme1/Gpd1/Pgam1,14
GO:1903829,positive regulation of cellular protein localization,31/857,340/23843,2.2773087749734501e-06,0.000119650326556364,9.60244534879913e-05,Psmb7/Prnp/Bcap31/Pdcd10/Cct3/Cdkn2a/Cdc42/Ptn/Cct7/Camk1/Wbp11/Psmd8/Epb41l2/Ank3/Oaz1/Nutf2/Gnl3/Rdx/Ptpn9/Uaca/Zic1/Mapt/Hnrnpk/Hsp90aa1/Cct5/Srebf2/Hes1/Cct8/Hnrnpm/Camk4/Abhd17b,31
GO:0006734,NADH metabolic process,8/857,26/23843,2.3676248354016702e-06,0.000122981967302512,9.8698236260464395e-05,Idh3g/Vcp/Mdh2/Gpi1/Ldha/Idh3a/Mdh1/Gpd1,8
GO:0046939,nucleotide phosphorylation,14/857,88/23843,2.94053444924281e-06,0.00015102452772459399,0.000121203578422368,Ak1/Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Mif/Pkm/Nme6/Aldoc/Nme1/Gpd1/Pgam1,14
GO:0033108,mitochondrial respiratory chain complex assembly,13/857,77/23843,3.34200440217173e-06,0.00016973669024807799,0.00013622088118793601,Ndufb11/Ndufa1/Ndufb6/Ndufb2/Ndufa9/Ndufa3/Ndufc2/Ndufa13/Ndufb7/Uqcrb/Ndufs4/Ndufa11/Ndufb8,13
GO:0032386,regulation of intracellular transport,35/857,417/23843,3.4252103071875802e-06,0.00017205094850719201,0.000138078171434919,Psmb7/Prnp/Bcap31/Pfn2/Pdcd10/Txn1/Cdkn2a/Atpif1/Cdc42/Chmp3/Chchd4/Camk1/Wbp11/Psmd8/Ank3/Oaz1/Os9/Lamp1/Hmox1/Nutf2/Fez1/Cryab/Rdx/Uaca/Anxa2/Zic1/Ppp2ca/Mapt/Ddx5/Scfd1/Hsp90aa1/Srebf2/Hes1/Syt4/Camk4,35
GO:0046031,ADP metabolic process,13/857,78/23843,3.8798675670136301e-06,0.000192770376617601,0.00015470638982886201,Ak1/Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Mif/Pkm/Aldoc/Gpd1/Pgam1,13
GO:0044770,cell cycle phase transition,33/857,384/23843,3.9271955141428401e-06,0.00019302377091555799,0.00015490974948260101,Cenpf/Dgkz/Ddx3x/Cks1b/Larp7/Eif4e/Anp32b/Rps6/Cdkn2a/Rcc2/Ccnd2/Ube2s/Chmp2a/Cdkn1c/Tcf3/Eif4ebp1/Rgcc/Rdx/Tipin/Rps27l/Arpp19/Tmod3/Topbp1/Cdc25a/Rpl26/Plk2/Id2/Calm1/Rpl24/App/Six3/Calm2/Rpl17,33
GO:0044772,mitotic cell cycle phase transition,31/857,350/23843,4.1469210737244899e-06,0.00020165506625526201,0.000161836729472899,Cenpf/Dgkz/Ddx3x/Cks1b/Larp7/Eif4e/Anp32b/Rps6/Cdkn2a/Rcc2/Ccnd2/Ube2s/Chmp2a/Cdkn1c/Tcf3/Eif4ebp1/Rgcc/Rdx/Rps27l/Arpp19/Tmod3/Topbp1/Cdc25a/Rpl26/Plk2/Id2/Calm1/Rpl24/App/Calm2/Rpl17,31
GO:0034976,response to endoplasmic reticulum stress,23/857,219/23843,4.5369824078371897e-06,0.000218300490381303,0.00017519538716135799,Hspa5/Pdia3/Serinc3/Bcap31/Vcp/Creb3/Fbxo2/Psmc2/Tmem33/Bax/Hsp90b1/Os9/Psmc6/Uba5/Sdf2/Psmc5/P4hb/Pik3r1/Pdia6/Psmc1/Grina/Tmbim6/Usp14,23
GO:0009132,nucleoside diphosphate metabolic process,15/857,104/23843,4.6304119122105899e-06,0.00022047513386161001,0.00017694063063655599,Ak1/Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Mif/Pkm/Nme6/Aldoc/Nme1/Gpd1/Pgam1,15
GO:0006739,NADP metabolic process,9/857,37/23843,4.8271999896906402e-06,0.00022747557889562801,0.00018255878420045399,Rpe/Nadk/Tpi1/Taldo1/Tkt/Cyb5r4/Dcxr/Nnt/Pgam1,9
GO:0031330,negative regulation of cellular catabolic process,23/857,221/23843,5.2850596886371601e-06,0.00024651028404857602,0.00019783494108378599,Pdcl3/Dbi/Mtch2/Cst3/Sdcbp/Alad/Rraga/Cdkn2a/Atraid/Sirt2/Eif4g2/Ptbp1/Os9/Hmox1/Gabarapl2/Fez1/Anxa2/Rpl23/Hnrnpa0/Scfd1/Pabpc1/Qk/Usp14,23
GO:0019058,viral life cycle,21/857,191/23843,5.71069705548055e-06,0.00026367268929900601,0.00021160849801541399,Ddx3x/Chmp5/Vcp/Cav1/Chmp3/Trim28/Chmp2a/Apoe/Vta1/Smarcb1/Ctsb/Hspa8/Ppib/Top2a/Ddx5/P4hb/Pabpc1/Lgals1/Pcbp2/Vapa/Banf1,21
GO:2001242,regulation of intrinsic apoptotic signaling pathway,19/857,162/23843,6.1666519484390599e-06,0.00028055987017159,0.000225161175729828,Mtch2/Ndufs3/Serinc3/Ddx3x/Bcap31/Dnaja1/Creb3/Cav1/Ybx3/Bax/Mif/Ndufa13/Gpx1/Rpl26/Sept4/P4hb/Hnrnpk/Grina/Tmbim6,19
GO:0006364,rRNA processing,21/857,192/23843,6.1992008066791998e-06,0.00028055987017159,0.000225161175729828,Ncl/Rpl35/Rps21/Rps6/Cdkn2a/Rps8/Lyar/Wbp11/Rps16/Rps17/Ddx21/Rrp1/Rps24/Nhp2/Rpl26/Rpl27/Nsa2/Rpl35a/Wdr43/Rps14/Pdcd11,21
GO:0016032,viral process,26/857,272/23843,6.3165972457784604e-06,0.00028307025500444401,0.00022717586585694499,Ssb/Ddx3x/Chmp5/Vcp/Creb3/Rraga/Cav1/Chmp3/Trim28/Chmp2a/Apoe/Eif3f/Vta1/Smarcb1/Ptbp1/Ctsb/Hspa8/Ppib/Top2a/Ddx5/P4hb/Pabpc1/Lgals1/Pcbp2/Vapa/Banf1,26
GO:0045666,positive regulation of neuron differentiation,35/857,432/23843,7.4521763355837597e-06,0.000330717456601489,0.000265414762692994,Serpine2/Hspa5/Pax6/Sox2/Elavl4/Scarb2/Mmd2/Ptprz1/Ptn/Camk1/Apoe/Scn1b/Eif4g2/Ahi1/Mif/Ptbp1/Tcf3/Fez1/Tcf12/Nme1/Grn/Mapt/Tubb2b/Hnrnpk/Ntrk2/Mef2c/Sox11/Cntn1/Ube2v2/Etv5/Qk/Metrn/Syt4/Dpysl3/Tcf4,35
GO:0009135,purine nucleoside diphosphate metabolic process,13/857,83/23843,7.8889943292223405e-06,0.00034120405799161499,0.00027383070434910598,Ak1/Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Mif/Pkm/Aldoc/Gpd1/Pgam1,13
GO:0009179,purine ribonucleoside diphosphate metabolic process,13/857,83/23843,7.8889943292223405e-06,0.00034120405799161499,0.00027383070434910598,Ak1/Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Mif/Pkm/Aldoc/Gpd1/Pgam1,13
GO:0009166,nucleotide catabolic process,16/857,122/23843,7.9124108832008608e-06,0.00034120405799161499,0.00027383070434910598,Mtch2/Pgk1/Vcp/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Dctpp1/Mif/Nudt4/Pkm/Aldoc/Cnp/Gpd1/Pgam1,16
GO:1990000,amyloid fibril formation,6/857,15/23843,8.02813390516942e-06,0.00034295887925728398,0.00027523902272026999,Cdkn2a/Apoe/Ldlr/Cryab/Mapt/App,6
GO:0019359,nicotinamide nucleotide biosynthetic process,13/857,84/23843,9.0300101787492297e-06,0.000381650073375636,0.00030629034432499898,Mtch2/Pgk1/Nadk/Hk2/Tpi1/Gapdh/Gpi1/Mif/Pkm/Nmnat3/Aldoc/Gpd1/Pgam1,13
GO:0042255,ribosome assembly,12/857,72/23843,9.1008221391258692e-06,0.000381650073375636,0.00030629034432499898,Rpl12/Ddx3x/Rpl10/Rpl6/Rps17/Rps27l/Rpl23a/Rpl38/Rpl24/Rps2/Gm10036/Rps14,12
GO:0044403,symbiont process,30/857,347/23843,9.4981773759254197e-06,0.00039469244350322799,0.00031675739861339802,Ssb/Ddx3x/Rab9/Chmp5/Vcp/Creb3/Rraga/Cav1/Chmp3/Gapdh/Trim28/Chmp2a/Apoe/Eif3f/Vta1/Smarcb1/Ptbp1/Ctsb/Hspa8/Ppib/Anxa2/Gpx1/Top2a/Ddx5/P4hb/Pabpc1/Lgals1/Pcbp2/Vapa/Banf1,30
GO:0009108,coenzyme biosynthetic process,19/857,168/23843,1.04766598646624e-05,0.00043143074091326098,0.00034624143791700898,Mtch2/Pgk1/Atpif1/Nadk/Hk2/Tpi1/Gapdh/Ndufa9/Gpi1/Mif/Acat1/Pkm/Nmnat3/Aldoc/Acly/Dld/Gpd1/Mpc1/Pgam1,19
GO:0009895,negative regulation of catabolic process,25/857,264/23843,1.11314267155215e-05,0.00045430135282722002,0.00036459607240218398,Pdcl3/Serpine2/Dbi/Mtch2/Cst3/Flna/Sdcbp/Alad/Rraga/Cdkn2a/Atraid/Sirt2/Eif4g2/Ptbp1/Os9/Hmox1/Gabarapl2/Fez1/Anxa2/Rpl23/Hnrnpa0/Scfd1/Pabpc1/Qk/Usp14,25
GO:0072655,establishment of protein localization to mitochondrion,18/857,155/23843,1.2331632442078099e-05,0.00049883090170565504,0.000400332920918884,Psmb7/Mtch2/Dnaja1/Cdkn2a/Atpif1/Hk2/Chchd4/Wbp11/Psmd8/Bax/Uqcrc2/Timm44/Ndufa13/Mapt/Hsp90aa1/Srebf2/Hes1/Ppp2r2b,18
GO:0009185,ribonucleoside diphosphate metabolic process,13/857,87/23843,1.33718705906502e-05,0.00053150278669445198,0.00042655349206788002,Ak1/Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Mif/Pkm/Aldoc/Gpd1/Pgam1,13
GO:0019363,pyridine nucleotide biosynthetic process,13/857,87/23843,1.33718705906502e-05,0.00053150278669445198,0.00042655349206788002,Mtch2/Pgk1/Nadk/Hk2/Tpi1/Gapdh/Gpi1/Mif/Pkm/Nmnat3/Aldoc/Gpd1/Pgam1,13
GO:0016072,rRNA metabolic process,22/857,221/23843,1.7014781475042199e-05,0.00067047039760705302,0.00053808088421526505,Ncl/Rpl35/Rps21/Rps6/Cdkn2a/Rps8/Lyar/Wbp11/Rps16/Rps17/Ddx21/Smarcb1/Rrp1/Rps24/Nhp2/Rpl26/Rpl27/Nsa2/Rpl35a/Wdr43/Rps14/Pdcd11,22
GO:0070585,protein localization to mitochondrion,18/857,159/23843,1.7522751559568298e-05,0.00068458544768193799,0.000549408809582506,Psmb7/Mtch2/Dnaja1/Cdkn2a/Atpif1/Hk2/Chchd4/Wbp11/Psmd8/Bax/Uqcrc2/Timm44/Ndufa13/Mapt/Hsp90aa1/Srebf2/Hes1/Ppp2r2b,18
GO:1903902,positive regulation of viral life cycle,10/857,54/23843,1.9457189121806801e-05,0.00075371874132016195,0.00060489120508025701,Ddx3x/Chmp3/Chmp2a/Hspa8/Ppib/Top2a/P4hb/Pabpc1/Lgals1/Vapa,10
GO:0030433,ubiquitin-dependent ERAD pathway,11/857,66/23843,2.1398701356632701e-05,0.00082196188152242099,0.00065965921475333897,Hspa5/Bcap31/Vcp/Fbxo2/Psmc2/Hsp90b1/Os9/Psmc6/Psmc5/Psmc1/Usp14,11
GO:0072525,pyridine-containing compound biosynthetic process,13/857,91/23843,2.1955106784381101e-05,0.00083630660926171897,0.00067117146617165198,Mtch2/Pgk1/Nadk/Hk2/Tpi1/Gapdh/Gpi1/Mif/Pkm/Nmnat3/Aldoc/Gpd1/Pgam1,13
GO:0048524,positive regulation of viral process,12/857,79/23843,2.41007281707029e-05,0.00091044982205192504,0.00073067453392692096,Ddx3x/Chmp3/Chmp2a/Apoe/Smarcb1/Hspa8/Ppib/Top2a/P4hb/Pabpc1/Lgals1/Vapa,12
GO:1901292,nucleoside phosphate catabolic process,16/857,134/23843,2.6180598878786799e-05,0.00098074834468352004,0.00078709207503185202,Mtch2/Pgk1/Vcp/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Dctpp1/Mif/Nudt4/Pkm/Aldoc/Cnp/Gpd1/Pgam1,16
GO:0006898,receptor-mediated endocytosis,20/857,195/23843,2.6390734280479701e-05,0.00098074834468352004,0.00078709207503185202,Ramp1/B2m/Gria2/Sdcbp/Clta/Lrpap1/Cav1/Cd9/Apoe/Ap2a2/Cd81/Ahi1/Atp5b/Cd63/Ldlr/Anxa2/Trf/Ap2b1/Cltb/Hnrnpk,20
GO:0050673,epithelial cell proliferation,32/857,403/23843,2.69735430123244e-05,0.00099432310572044095,0.00079798639556834001,Pdcl3/Pax6/Maged1/Sox2/Pdcd10/Nras/F3/Cdkn2a/Atpif1/Cdc42/Cav1/Ptn/Ccnd2/Apoe/Bax/Mki67/Fabp7/Hmox1/Loxl2/Rgcc/Gpx1/Nme1/Igfbp4/Grn/Sox9/Ctsl/Mef2c/Id2/Sox11/Hes1/Hmgn1/Atp5a1,32
GO:0043648,dicarboxylic acid metabolic process,13/857,93/23843,2.78247113606693e-05,0.0010174940450369499,0.00081658205551101001,Idh1/Fh1/Idh3g/Sdhb/Mdh2/Suclg1/Atcay/Idh3a/Nmnat3/Mdh1/Acly/Sdha/Dld,13
GO:0008344,adult locomotory behavior,14/857,107/23843,2.9604271312055999e-05,0.00107397717593181,0.00086191215975367898,Prex2/Atp1a2/Kcnj10/Uchl1/Chl1/Ccnd2/Cend1/Hexa/Zic1/Cnp/Mapt/Id2/Ntan1/App,14
GO:0046916,cellular transition metal ion homeostasis,13/857,94/23843,3.1242713482829502e-05,0.00112449167976389,0.00090245218804526196,Prnp/Atp6ap1/Atp6v1g1/Ftl1/Hmox1/Mt1/Atp6v0d1/Aplp2/Trf/Atox1/App/Ndfip1/Fth1,13
