"","seqnames","start","end","width","strand","Conc","Conc_Pantr2KO","Conc_WT","Fold","p.value","FDR"
"202","chr6",115601741,115601941,201,"*",5.73277863617091,6.1973904208053,5.04324446766643,0.264201740157317,0.0213847460412265,0.589812955423658
"203","chr4",10874384,10874584,201,"*",6.03908492386055,6.50368348787134,5.34958017775456,0.264190532923991,0.021391277295977,0.589812955423658
"204","chr1",172525462,172525662,201,"*",5.13575100772093,5.65171862015602,4.32490407860939,0.244107335333732,0.0214183044812828,0.589812955423658
"205","chr5",117357210,117357410,201,"*",5.76951349211786,6.24063053118622,5.06539556152899,0.261044604448017,0.0214844957595537,0.589812955423658
"206","chr4",21776130,21776330,201,"*",6.38302234056144,6.84342852112271,5.70280407906925,0.265523851302785,0.0214948280148585,0.589812955423658
"207","chr1",97770031,97770231,201,"*",7.07313960497308,7.55394291147928,6.34690494907771,0.257309035744674,0.0215074922060693,0.589812955423658
"208","chr12",103513570,103513770,201,"*",4.8243507479494,5.35870150337949,3.96633214172518,0.236420386950018,0.0215297872618651,0.589812955423658
"209","chr9",41376316,41376516,201,"*",5.61223437461731,6.09718473666505,4.87637992083889,0.255071830822418,0.0217674673885603,0.589812955423658
"210","chr10",128458824,128459024,201,"*",5.28425444904273,5.76275190845668,4.56332911119183,0.257406115648613,0.0217687480034449,0.589812955423658
"211","chr14",118473891,118474091,201,"*",5.48330169197937,5.94963462021818,4.78992968876827,0.262002412086148,0.02181342112317,0.589812955423658
"212","chr13",102790643,102790843,201,"*",4.18572720131241,4.75838701527564,3.22201804226893,0.219304383454251,0.0218241510392758,0.589812955423658
"213","chr2",127137030,127137230,201,"*",5.05638947343436,5.56985262790619,4.25180586652134,0.24342274933162,0.0218845186244415,0.589812955423658
"214","chr9",120360411,120360611,201,"*",5.4014916865767,5.88198736132033,4.67596698865348,0.256027206296867,0.0219372227300244,0.589812955423658
"215","chr2",18676655,18676855,201,"*",7.0567095914408,7.53804415705535,6.32924770631783,0.255345923680434,0.022071382874694,0.589812955423658
"216","chr9",60460394,60460594,201,"*",5.27162349221402,5.77576790673826,4.49001534488426,0.246409286883131,0.0221627137835588,0.589812955423658
"217","chr6",30047942,30048142,201,"*",6.9413841461592,7.41489538674189,6.23184473568824,0.257890860616605,0.0222524721680423,0.589812955423658
"218","chr12",97476644,97476844,201,"*",4.85244573602603,5.35987819850681,4.06278947646044,0.244066253303659,0.0223093664986168,0.589812955423658
"219","chr15",51991750,51991950,201,"*",6.96951741312311,7.45748102818876,6.22661524257454,0.251429204858634,0.0224929164727674,0.589812955423658
"220","chr5",115631808,115632008,201,"*",5.97566513301918,6.43554687015445,5.29660247259766,0.262872874425132,0.0224939378197724,0.589812955423658
"221","chr9",119035933,119036133,201,"*",5.09612222306815,5.59237387576063,4.33357829559388,0.247669833565088,0.0225491768532358,0.589812955423658
"222","chr14",121447229,121447429,201,"*",4.71278593454912,5.23592877878392,3.88378144670766,0.236621130476197,0.0225579492398245,0.589812955423658
"223","chr2",79031079,79031279,201,"*",5.73579693810795,6.22454251260836,4.9910577812793,0.251417209532664,0.0225715466250747,0.589812955423658
"224","chr10",9272402,9272602,201,"*",5.62783225705906,6.12067690139223,4.87340864539059,0.249507232624758,0.0226334013859486,0.589812955423658
"225","chr13",21254102,21254302,201,"*",4.64818397950627,5.16343129555326,3.83914231993016,0.239684234682569,0.0227289502734671,0.589812955423658
"226","chr13",119409008,119409208,201,"*",5.89838531358659,6.35597745501811,5.22435202146797,0.262241977983861,0.0229528445028957,0.589812955423658
"227","chr19",58979960,58980160,201,"*",3.8120829831387,4.44171317013846,2.66912968639194,0.193559264130714,0.0231348338097987,0.589812955423658
"228","chr5",110023825,110024025,201,"*",5.39993396130832,5.87975389742631,4.67596698865348,0.253259620184926,0.0231602053935371,0.589812955423658
"229","chr11",43433728,43433928,201,"*",4.48126148528645,5.01790792673201,3.61719904708235,0.229967585409412,0.0232660942174907,0.589812955423658
"230","chr9",91381538,91381738,201,"*",6.29065334286063,6.75960218603725,5.59141988620063,0.256398856778115,0.0233216604727781,0.589812955423658
"231","chr5",44538092,44538292,201,"*",5.47967778137486,5.94580075864783,4.78677472289619,0.25757577246399,0.0233368967583665,0.589812955423658
"232","chr9",88858882,88859082,201,"*",6.85917549091533,7.36017222239048,6.08521302325349,0.243588045766451,0.0233756280051824,0.589812955423658
"233","chr6",55617973,55618173,201,"*",4.52044772189374,5.04829098709637,3.67937352665282,0.232636052992287,0.023377737274764,0.589812955423658
"234","chr12",73367521,73367721,201,"*",5.38355743190816,5.87109584915208,4.64165274185339,0.249126601742802,0.023457409783942,0.589812955423658
"235","chr7",67421798,67421998,201,"*",5.23484629823098,5.72115399187824,4.49582325497243,0.249670855507677,0.0234678969886874,0.589812955423658
"236","chr2",97168703,97168903,201,"*",4.95342516225696,5.45336050625901,4.18202794053946,0.243939595510785,0.0234932510736724,0.589812955423658
"237","chr8",8258387,8258587,201,"*",5.4445052240455,5.93481004864254,4.69609308253936,0.247501623336685,0.0235913605903866,0.589812955423658
"238","chr3",81916109,81916309,201,"*",5.41693261504484,5.93344751873471,4.60471190140447,0.237191019947427,0.0236090397999765,0.589812955423658
"239","chr7",35234804,35235004,201,"*",6.59099757552759,7.05506153147141,5.90268186754071,0.25790799414165,0.0236112992550621,0.589812955423658
"240","chr10",128232189,128232389,201,"*",6.0415773458264,6.49869856036451,5.36857534316622,0.260508415309126,0.0237139751262363,0.589812955423658
"241","chr13",29582074,29582274,201,"*",5.37697897882532,5.86095281657158,4.64339801328443,0.248973831971773,0.0239397047532645,0.589812955423658
"242","chr3",152667223,152667423,201,"*",4.06678783219037,4.64700395788362,3.08093397875271,0.210349307862377,0.023942237442282,0.589812955423658
"243","chr17",72197743,72197943,201,"*",5.20016929811203,5.70082538084541,4.42703084038496,0.242124027249003,0.0240173232266053,0.589812955423658
"244","chr12",82470496,82470696,201,"*",5.09925389414432,5.58152277353662,4.36963007347406,0.249238556137278,0.0240786390406501,0.589812955423658
"245","chr6",106118804,106119004,201,"*",4.91479236227198,5.41473955795341,4.14336653204571,0.242398115688772,0.0241204647854212,0.589812955423658
"246","chr2",33170811,33171011,201,"*",4.80625621940676,5.32280356003508,3.99395402665577,0.234030734470367,0.0241670115766421,0.589812955423658
"247","chr1",135347878,135348078,201,"*",4.83719484585301,5.33837456094664,4.06278947646044,0.241514572689821,0.0241942646234858,0.589812955423658
"248","chr2",21205609,21205809,201,"*",6.66240986936604,7.12187366765355,5.98426716649625,0.257872425291601,0.0242364731708447,0.589812955423658
"249","chr19",31114764,31114964,201,"*",5.1867304551741,5.66136469665229,4.47463794898704,0.2514475039693,0.0242463417941477,0.589812955423658
"250","chr7",24481849,24482049,201,"*",6.2060349670771,6.64866556798556,5.56425069480233,0.264205588841101,0.0243396330727304,0.589812955423658
"251","chr3",138854614,138854814,201,"*",4.2958991725153,4.85316237601078,3.37594231342836,0.218639509555329,0.0244815601328012,0.589812955423658
"252","chr7",44246585,44246785,201,"*",5.7987158384273,6.24935352143841,5.13980395314015,0.260202802814352,0.0245628503421152,0.589812955423658
"253","chr14",68934692,68934892,201,"*",5.43485536181025,5.91961193530028,4.69945248300059,0.247174257562044,0.0246571150452144,0.589812955423658
"254","chr8",23109315,23109515,201,"*",4.67057815421991,5.20061143525479,3.82383222903046,0.228784264818318,0.0247135720500356,0.589812955423658
"255","chr8",84687800,84688000,201,"*",5.84161538017162,6.28699430949068,5.19398585557148,0.261844400271138,0.0247173830415098,0.589812955423658
"256","chr13",23446692,23446892,201,"*",4.9902907423927,5.48990002397425,4.21968028105978,0.240892357866061,0.0247893976454976,0.589812955423658
"257","chr9",99153792,99153992,201,"*",4.9122486704335,5.41114078756069,4.14336653204571,0.23991764191269,0.0250284861205387,0.589812955423658
"258","chr4",71488891,71489091,201,"*",5.5163483061681,6.00268039801409,4.77726821610407,0.244667475125922,0.0251044041975867,0.589812955423658
"259","chr2",58626467,58626667,201,"*",5.28377360677627,5.79444372431101,4.48613037451,0.235475037255888,0.0251683002328513,0.589812955423658
"260","chr19",12012256,12012456,201,"*",6.10089141597937,6.56435191629058,5.41391616716166,0.253862190429491,0.0252019894241912,0.589812955423658
"261","chr14",81267720,81267920,201,"*",5.48874667039319,5.96241214942255,4.778856990432,0.249458410689965,0.0252842697309759,0.589812955423658
"262","chr6",100144018,100144218,201,"*",5.6874914054982,6.14112665894868,5.02209011724718,0.257043581711408,0.0253659963527027,0.589812955423658
"263","chr3",72790708,72790908,201,"*",5.42743661484127,5.89596346420115,4.7291510478851,0.251298530993896,0.0253663058870231,0.589812955423658
"264","chr12",69582969,69583169,201,"*",5.95770948442091,6.44659374256442,5.2126441823046,0.243111103187279,0.0253896321037066,0.589812955423658
"265","chr13",63544324,63544524,201,"*",4.11411587733674,4.68157103113535,3.1653981801925,0.210860125247369,0.0254751684942724,0.589812955423658
"266","chr8",4411194,4411394,201,"*",5.38491405386119,5.85891562448259,4.67426069853766,0.248596745276894,0.0254864340183599,0.589812955423658
"267","chr6",97487822,97488022,201,"*",5.29323561353536,5.77880592291868,4.55593517203409,0.24385479579824,0.0255475180119228,0.589812955423658
"268","chr13",69954418,69954618,201,"*",4.53347038751807,5.08812657783634,3.62074704087386,0.217381343000798,0.0255636340726636,0.589812955423658
"269","chr1",79581465,79581665,201,"*",5.53957482443464,6.02647172226539,4.79917322873512,0.243630862554646,0.0255707308910694,0.589812955423658
"270","chr3",142316381,142316581,201,"*",5.01293168502271,5.50667397895138,4.25637489017518,0.24074043809537,0.0256245801570905,0.589812955423658
"271","chr18",38211891,38212091,201,"*",5.66057800475643,6.11043850309649,5.00334169007209,0.257738103417784,0.0256270339813888,0.589812955423658
"272","chr1",150090286,150090486,201,"*",4.7529929207401,5.25464454338898,3.97744443778262,0.23705698829262,0.025673466901185,0.589812955423658
"273","chr7",87186862,87187062,201,"*",5.34728432993526,5.81288086810224,4.65555615186476,0.251268779060384,0.0258326658854817,0.589812955423658
"274","chr3",151914085,151914285,201,"*",6.06602079151043,6.51962764719756,5.4006811818077,0.256016423773115,0.0258425853062049,0.589812955423658
"275","chr6",39515854,39516054,201,"*",4.99578522325178,5.47933006340332,4.26320140820927,0.244066338702262,0.025858265015745,0.589812955423658
"276","chr9",64172980,64173180,201,"*",4.36303342385606,4.89794904351808,3.50353094246115,0.223398142156554,0.0258794183649881,0.589812955423658
"277","chr13",24889696,24889896,201,"*",4.50731273200748,5.03137163150412,3.67596698865348,0.227697315585386,0.0258963630090485,0.589812955423658
"278","chr13",44502007,44502207,201,"*",6.12385034148692,6.58225364783699,5.44803814672066,0.253984134673928,0.0259034143400792,0.589812955423658
"279","chr16",76828146,76828346,201,"*",4.63140076759928,5.14112665894868,3.83609327200227,0.233157089651922,0.0259708330654058,0.589812955423658
"280","chr5",21786699,21786899,201,"*",5.15148144804263,5.62798970845975,4.43511390641112,0.24627817025089,0.0260554502881933,0.589812955423658
"281","chr5",3152310,3152510,201,"*",3.76496226059048,4.37421243546737,2.68954514316132,0.193771680841745,0.026145599945226,0.589812955423658
"282","chr11",48800141,48800341,201,"*",6.03901219014407,6.5560872475529,5.22538350871855,0.229880469085425,0.0261663728853801,0.589812955423658
"283","chr5",148965851,148966051,201,"*",4.65178038403023,5.17330170237424,3.82690727263613,0.228247578597795,0.0262933792660717,0.589812955423658
"284","chr12",11906696,11906896,201,"*",5.48868169061293,5.94693616989269,4.81319611620983,0.252905235699556,0.0263192164086164,0.589812955423658
"285","chr6",8178354,8178554,201,"*",3.99526271647049,4.59064611117857,2.96354064226792,0.199386958695103,0.0263213915767705,0.589812955423658
"286","chr16",4213944,4214144,201,"*",5.99077310398066,6.45105778953734,5.31082267419756,0.252063477762549,0.0263231357812973,0.589812955423658
"287","chr15",85001458,85001658,201,"*",5.29501638569384,5.76710363541947,4.58870502823238,0.247350634260109,0.026326083168287,0.589812955423658
"288","chr17",69230190,69230390,201,"*",5.31292290316032,5.77792586855558,4.62251777105636,0.249942888929799,0.0264287315031273,0.589812955423658
"289","chr7",139703548,139703748,201,"*",5.3114480664724,5.79231034692798,4.58507725224721,0.243902226767405,0.0264291385886636,0.589812955423658
"290","chr2",29060142,29060342,201,"*",6.09941976163439,6.55394291147928,5.43208806128897,0.253860450317003,0.0264435877960363,0.589812955423658
"291","chr4",53159930,53160130,201,"*",5.97074643003276,6.42788285484755,5.29771113494976,0.252584817730374,0.0264479048584944,0.589812955423658
"292","chr19",4099147,4099347,201,"*",5.83108727512999,6.28547829873417,5.16404307480412,0.253804827954684,0.0264923249127865,0.589812955423658
"293","chr1",165914184,165914384,201,"*",4.61380731563046,5.14112665894868,3.77408540886016,0.225199215585694,0.0265310614547785,0.589812955423658
"294","chr17",78993754,78993954,201,"*",4.6825024731194,5.23906498232857,3.764494638423,0.213630096464098,0.0265329346687367,0.589812955423658
"295","chr4",123385124,123385324,201,"*",4.93025166224354,5.4194584448708,4.1844274658372,0.239850195533469,0.0265772500000981,0.589812955423658
"296","chr7",129744328,129744528,201,"*",5.91544501729918,6.41464090259086,5.14583117363625,0.235196057356136,0.0266172384076381,0.589812955423658
"297","chr7",70381789,70381989,201,"*",4.19187339459513,4.77144227535407,3.20793431307298,0.204610572525625,0.0267866048268969,0.589812955423658
"298","chr9",119970870,119971070,201,"*",5.6456071917915,6.10114719286422,4.97606007258132,0.252439318342676,0.0269251271555937,0.589812955423658
"299","chr5",21803603,21803803,201,"*",5.03362489011265,5.53785578805555,4.25180586652134,0.232947061755979,0.0269710007386765,0.589812955423658
"300","chr3",10440001,10440201,201,"*",5.87626574125142,6.31819591427738,5.23596561285449,0.256859610115172,0.0270308188275412,0.589812955423658
"301","chr17",43953138,43953338,201,"*",5.36207158159575,5.82360110172041,4.67937352665282,0.248938989734116,0.0272054217939413,0.589812955423658
"302","chr11",29636899,29637099,201,"*",4.96335947641135,5.45065760821669,4.22201804226893,0.23897411549139,0.0272165851283903,0.589812955423658
"303","chr1",159393300,159393500,201,"*",5.11907780451046,5.61427756208763,4.35904790958131,0.235943894335022,0.0273102343597153,0.589812955423658
"304","chr14",51063521,51063721,201,"*",5.69575671853771,6.14280211273487,5.04456587171731,0.254122635204406,0.0274764948801749,0.589812955423658
"305","chr5",26979432,26979632,201,"*",5.91342172768789,6.39081048639625,5.19503927588676,0.242521282631613,0.0274777532227878,0.589812955423658
"306","chr15",7263963,7264163,201,"*",5.01225648690207,5.50667397895138,4.25409218711309,0.235803190303495,0.02748357503742,0.589812955423658
"307","chr5",92897809,92898009,201,"*",5.72722687177548,6.21407485524852,4.98693979187736,0.238571245982912,0.0274937921837534,0.589812955423658
"308","chr17",43460624,43460824,201,"*",5.16310140809596,5.66274743416734,4.3924023158269,0.233755841216645,0.0276031611573193,0.589812955423658
"309","chr13",117025010,117025210,201,"*",5.20720390656034,5.67300659881295,4.51501580917028,0.245581179871279,0.0277791148561655,0.589812955423658
"310","chr18",67205230,67205430,201,"*",5.93345637615413,6.40220390629014,5.23467522454793,0.244834152095592,0.0278462769959097,0.589812955423658
"311","chr3",145550323,145550523,201,"*",5.16627095133322,5.66465314612043,4.39861591493052,0.232389261153052,0.0279206607840866,0.589812955423658
"312","chr3",35932883,35933083,201,"*",5.67089433267873,6.11556678460209,5.02477069926304,0.25393607220823,0.0279251144343814,0.589812955423658
"313","chr7",123124025,123124225,201,"*",6.26636467739252,6.70082538084541,5.64175322313641,0.257402540479629,0.0279978072144221,0.589812955423658
"314","chr2",69109851,69110051,201,"*",4.70314369940149,5.20382527436493,3.92994360044258,0.231712477989467,0.028050177093082,0.589812955423658
"315","chr7",139412485,139412685,201,"*",4.58540892895411,5.09647900160658,3.78677472289619,0.22771594175261,0.0280987334968921,0.589812955423658
"316","chr3",37816957,37817157,201,"*",5.4701300373299,5.93481004864254,4.78044401703964,0.245507362375664,0.0281637359318159,0.589812955423658
"317","chr5",148697723,148697923,201,"*",4.14369290960713,4.69989643298007,3.22668223087415,0.209693546543247,0.0282685716900716,0.589812955423658
"318","chr1",13660486,13660686,201,"*",5.93957624875015,6.41155208015429,5.23351702749745,0.242528476699122,0.0282767647381362,0.589812955423658
"319","chr11",11855838,11856038,201,"*",5.22581540193041,5.73857990417022,4.42297226090522,0.226228923511442,0.0282772897350794,0.589812955423658
"320","chr14",16695931,16696131,201,"*",5.06963393695912,5.57482583467523,4.28546873715528,0.229591950715125,0.0283713035779392,0.589812955423658
"321","chr1",13789334,13789534,201,"*",4.63340945919094,5.13776990275881,3.85127447756256,0.22850571969305,0.0284233298356123,0.589812955423658
"322","chr15",77245472,77245672,201,"*",5.9748335020482,6.42732171659324,5.31192046662096,0.249347535628854,0.0285751796459001,0.589812955423658
"323","chr15",50735969,50736169,201,"*",4.95513248033813,5.45875115792767,4.17480532562043,0.22950358208292,0.0286352411857607,0.589812955423658
"324","chr13",38960432,38960632,201,"*",5.87356935844987,6.33104496769676,5.19979136180881,0.247250801918961,0.0286468113658487,0.589812955423658
"325","chr14",122190000,122190200,201,"*",5.30745925563924,5.77080124629492,4.62074704087386,0.244633753769916,0.0286791632311524,0.589812955423658
"326","chr4",28440220,28440420,201,"*",4.78816909671007,5.3084946218774,3.96633214172518,0.223236783302097,0.0286960783566732,0.589812955423658
"327","chr2",25356298,25356498,201,"*",4.97837109056935,5.45336050625901,4.26546975490945,0.239871792537119,0.0287685633192892,0.589812955423658
"328","chr13",115037466,115037666,201,"*",5.53053013017081,5.99802165134024,4.83456632813736,0.243338790257732,0.028807872750666,0.589812955423658
"329","chr19",22554545,22554745,201,"*",5.3893645683347,5.85339235497298,4.70112925431699,0.243638382040033,0.029070334116446,0.589812955423658
"330","chr5",64389287,64389487,201,"*",5.86072675139443,6.31120374043582,5.20216154780351,0.248869613776317,0.0290800793287821,0.589812955423658
"331","chr5",12868583,12868783,201,"*",3.39973332857886,4.05897840081857,2.15074786118856,0.169850238553385,0.0290863333024916,0.589812955423658
"332","chr15",53902421,53902621,201,"*",5.87277587364673,6.3190730967612,5.22318550385474,0.250627506752543,0.0291052456366015,0.589812955423658
"333","chr2",115581547,115581747,201,"*",5.66550608269731,6.10700949330814,5.02610912484799,0.251979240385914,0.0291556315539863,0.589812955423658
"334","chr7",45526200,45526400,201,"*",6.03144135364922,6.49452719557139,5.34529742746929,0.243510206446275,0.0292151734774593,0.589812955423658
"335","chr3",63964642,63964842,201,"*",6.84743690072574,7.31120374043582,6.15978140430944,0.243185549396313,0.0292632364902125,0.589812955423658
"336","chr3",56182971,56183171,201,"*",4.77228513851922,5.26391215785971,4.02074795618916,0.232411990350276,0.0292672013195413,0.589812955423658
"337","chr13",10062722,10062922,201,"*",4.48810345835224,5.00322626830851,3.67937352665282,0.222774526007782,0.0292757236003363,0.589812955423658
"338","chr6",128839098,128839298,201,"*",5.39896038506558,5.89375154903025,4.63990535655773,0.2314183494345,0.0294032898718623,0.589812955423658
"339","chr8",78584945,78585145,201,"*",5.29414242771036,5.7965739516315,4.51670196143004,0.228208223595221,0.0294478387367656,0.589812955423658
"340","chr8",10897614,10897814,201,"*",4.68599259943022,5.22425213169437,3.81766240871409,0.21384809658813,0.0294922516819238,0.589812955423658
"341","chr2",167190169,167190369,201,"*",5.86670570327841,6.31015421456777,5.22318550385474,0.250290682289651,0.0296608383224773,0.589812955423658
"342","chr10",127596363,127596563,201,"*",4.81619706202656,5.30971297017859,4.06017867523792,0.230646302064317,0.0296718257875387,0.589812955423658
"343","chr11",48856817,48857017,201,"*",6.05877314045042,6.50092653614894,5.41800026716859,0.250768354804751,0.029712751336837,0.589812955423658
"344","chr13",23517758,23517958,201,"*",5.17271653929367,5.64464083639267,4.46677391708903,0.239389739700669,0.0297176310246384,0.589812955423658
"345","chrX",137038154,137038354,201,"*",4.82171253543624,5.31863457218698,4.05756314076113,0.229370258002619,0.0297675838843516,0.589812955423658
"346","chr17",24455254,24455454,201,"*",6.86079155359519,7.33509595918686,6.14944959050715,0.237321199417322,0.0299581841045319,0.589812955423658
"347","chr1",82385867,82386067,201,"*",4.44361316666256,4.99321568925016,3.54477272172509,0.208830333100129,0.0299772853584133,0.589812955423658
"348","chr1",172016982,172017182,201,"*",5.76140405515364,6.1973904208053,5.133608552304,0.25175545375636,0.0301168232777491,0.589812955423658
"349","chr2",160578819,160579019,201,"*",4.77365171248298,5.26698818006542,4.01805988235669,0.229816356092364,0.0301761286798769,0.589812955423658
"350","chr11",43494092,43494292,201,"*",5.1060281614901,5.59482410578888,4.36117056108174,0.23122938413715,0.0301845578898041,0.589812955423658
"351","chr17",25427488,25427688,201,"*",5.32370226614526,5.79744270713506,4.61364230625811,0.237232810064057,0.0301859727692521,0.589812955423658
"352","chr16",20302324,20302524,201,"*",5.42227740928636,5.87453661488863,4.75986040911307,0.245212399584102,0.0302588394337272,0.589812955423658
"353","chr9",78006712,78006912,201,"*",5.72160402815815,6.16012609606609,5.08849344318231,0.250508524764743,0.0302999506808467,0.589812955423658
"354","chr12",107928650,107928850,201,"*",5.10199415366442,5.56911544251549,4.40685930247413,0.239024104506694,0.0303423254374112,0.589812955423658
"355","chr14",57999198,57999398,201,"*",5.28996697458752,5.74210287155388,4.62781695871296,0.245034143540977,0.0303570998250302,0.589812955423658
"356","chr5",114380421,114380621,201,"*",6.49320237002368,6.94020760847749,5.8420974899986,0.246826830693327,0.0305660672778844,0.589812955423658
"357","chr9",94526519,94526719,201,"*",4.91734544155619,5.42140373526221,4.13594724315961,0.224452112619795,0.0305907844549273,0.589812955423658
"358","chr13",63431366,63431566,201,"*",5.79884967386419,6.23528776726663,5.17010942034707,0.250531826522602,0.0306072292012566,0.589812955423658
"359","chr8",94703743,94703943,201,"*",4.62654652849306,5.15877457867309,3.77408540886016,0.214350041709671,0.0306586544041095,0.589812955423658
"360","chr9",67130998,67131198,201,"*",5.09942195000021,5.60502977535527,4.31423963854659,0.223799907937924,0.0307217348211541,0.589812955423658
"361","chr6",121636104,121636304,201,"*",5.27522784252746,5.7489666075124,4.56517169008739,0.235284277374763,0.0307290870986656,0.589812955423658
"362","chr5",3928408,3928608,201,"*",5.18577424346186,5.64796758351346,4.50160787766256,0.24021228093513,0.0307527140374245,0.589812955423658
"363","chr1",177411448,177411648,201,"*",5.75950860491082,6.19577721280184,5.1311229233079,0.250070262635568,0.0308193631366464,0.589812955423658
"364","chr8",6607252,6607452,201,"*",5.48523225105453,5.95804911994285,4.77726821610407,0.235900362603247,0.0308491294749605,0.589812955423658
"365","chr8",57436213,57436413,201,"*",5.83151145001289,6.28609739798092,5.16404307480412,0.242864491897515,0.0308654112036179,0.589812955423658
"366","chrX",23692868,23693068,201,"*",6.28779486494379,6.72306381262653,5.66149790420301,0.250593919307454,0.0308718427339871,0.589812955423658
"367","chr3",58576555,58576755,201,"*",6.20951339734895,6.64949565593335,5.57332894217426,0.248633074846315,0.0309380306572256,0.589812955423658
"368","chr15",100227728,100227928,201,"*",5.97879831129663,6.42456954483129,5.33033157292935,0.246119340966824,0.0310417950736623,0.589812955423658
"369","chr5",9266009,9266209,201,"*",6.27304639470603,6.70616577376587,5.65122571218105,0.250681697947743,0.0310806469456665,0.589812955423658
"370","chr12",45833505,45833705,201,"*",4.61843392616931,5.12287867582772,3.83609327200227,0.223634559575335,0.0310856802923952,0.589812955423658
"371","chr16",18696554,18696754,201,"*",5.20609244647748,5.66205623106878,4.53562056094691,0.241844636480787,0.0311851639361107,0.589812955423658
"372","chr3",38322482,38322682,201,"*",4.38364444804571,4.90191202265886,3.56701191868249,0.217348420766608,0.0312754471219266,0.589812955423658
"373","chr8",78509152,78509352,201,"*",6.49967787637432,6.93702863686178,5.86902606219161,0.248826714052072,0.0312772223188278,0.589812955423658
"374","chr15",100167891,100168091,201,"*",5.50007075313878,5.9669745899222,4.80542245649726,0.237044708583811,0.0313184912655406,0.589812955423658
"375","chr14",55823509,55823709,201,"*",4.52872635322045,5.03752381029185,3.73571036190971,0.220037439360016,0.0314781477316524,0.589812955423658
"376","chr7",66109347,66109547,201,"*",6.2533466259899,6.70082538084541,5.60122754731658,0.244397221450223,0.0314798933782539,0.589812955423658
"377","chrX",136172167,136172367,201,"*",6.01076183072793,6.47322806727148,5.32599121218394,0.238427613993179,0.0315633824079455,0.589812955423658
"378","chr13",34097161,34097361,201,"*",5.66348309180823,6.11657619434548,4.99925866412759,0.242496675105782,0.0315683100080944,0.589812955423658
"379","chr18",60606179,60606379,201,"*",6.80337141172315,7.27563952638772,6.09665062718517,0.234698937744521,0.0315880786378771,0.589812955423658
"380","chr18",36281075,36281275,201,"*",6.08770183821351,6.53492930360549,5.43612111280998,0.243940222967247,0.0316220804249634,0.589812955423658
"381","chr19",29806494,29806694,201,"*",7.06854651896406,7.50602323236562,6.43763060518425,0.247825195230769,0.0316658188945542,0.589812955423658
"382","chr10",119559273,119559473,201,"*",4.17653428118243,4.71666121263612,3.30324170306295,0.20805944520892,0.0316833640688824,0.589812955423658
"383","chr10",39239990,39240190,201,"*",4.80877316092706,5.29471992513211,4.0705936511436,0.228336137969982,0.0316952488402261,0.589812955423658
"384","chr10",86390032,86390232,201,"*",5.48629576604786,5.94558504965021,4.80853694859075,0.239819239026487,0.031718405318426,0.589812955423658
"385","chr7",69398334,69398534,201,"*",4.23391377798607,4.77144227535407,3.36751984119844,0.209236708527391,0.0317216204185899,0.589812955423658
"386","chr11",96763129,96763329,201,"*",6.04046030139084,6.50092653614894,5.36010962571626,0.23914265803381,0.0317319188882933,0.589812955423658
"387","chr14",117895387,117895587,201,"*",3.32104750860027,4.01058577351881,1.95232031557076,0.155187947172836,0.0320093397095171,0.589812955423658
"388","chr6",114414685,114414885,201,"*",5.67687125600206,6.12746235565372,5.01805988235669,0.242415643586974,0.0320149769333944,0.589812955423658
"389","chr13",97390491,97390691,201,"*",5.85601362676616,6.31522726941651,5.17842115292911,0.238683315534618,0.0320493259467965,0.589812955423658
"390","chr13",34874324,34874524,201,"*",6.63627051716079,7.10210547829743,5.94401041030247,0.236003481342815,0.0320937421661355,0.589812955423658
"391","chr11",114096923,114097123,201,"*",5.6222018049477,6.11455666811095,4.86894022667493,0.225601156500281,0.0321627876047841,0.589812955423658
"392","chr17",5841221,5841421,201,"*",6.03467541773307,6.4804124074763,5.38628178723684,0.24314657402266,0.0322396054020981,0.589812955423658
"393","chr11",90369720,90369920,201,"*",5.7612638842988,6.2124802064139,5.10110263033542,0.241092183702523,0.0323472144976235,0.589812955423658
"394","chr12",98747062,98747262,201,"*",6.00415467368304,6.46412174230396,5.32490407860939,0.237671432896194,0.0324807166123825,0.589812955423658
"395","chr3",116594794,116594994,201,"*",6.38379200147359,6.83473924894095,5.7242119169784,0.240915231051207,0.032496307244051,0.589812955423658
"396","chr17",35667455,35667655,201,"*",6.12733539738695,6.57284885860984,5.47941884954312,0.242799694027217,0.0325671072231308,0.589812955423658
"397","chr12",86816505,86816705,201,"*",4.90927204379851,5.41000518544283,4.13594724315961,0.222017423169273,0.0326444157338165,0.589812955423658
"398","chr19",14247194,14247394,201,"*",4.62787890971067,5.14112665894868,3.82383222903046,0.216624314901022,0.0327475004339164,0.589812955423658
"399","chr6",131433624,131433824,201,"*",4.62943705236486,5.13340831036973,3.84825098947436,0.218666259556195,0.0327484389053588,0.589812955423658
"400","chr6",113604722,113604922,201,"*",5.62889190328567,6.09076875231343,4.94542585825469,0.236092645149082,0.0328630903316905,0.589812955423658
"401","chr9",102528208,102528408,201,"*",6.77706720187669,7.25751159971415,6.05166079301851,0.228569320955922,0.0328904724948078,0.589812955423658
"402","chr12",65402102,65402302,201,"*",4.95470651619195,5.4571582878037,4.17721688380673,0.219768735509321,0.0329199609793224,0.589812955423658
"403","chr11",22017552,22017752,201,"*",5.34303893200638,5.79744270713506,4.67596698865348,0.238399236709876,0.0329794180343381,0.589812955423658
