seqnames,start,end,width,strand,Conc,Conc_Pantr2KO,Conc_WT,Fold,p.value,FDR,peak,feature,feature.ranges.start,feature.ranges.end,feature.ranges.width,feature.strand,distance,insideFeature,distanceToSite,gene_name
chr2,21205609,21205809,201,*,6.662409869366038,7.121873667653554,5.984267166496252,0.25787242529160137,0.024236473170844687,0.589812955423658,16743,ENSMUSG00000089576,21197690,21197866,177,-,7742,upstream,7742,Gm23007
chr2,21205609,21205809,201,*,6.662409869366038,7.121873667653554,5.984267166496252,0.25787242529160137,0.024236473170844687,0.589812955423658,16743,ENSMUSG00000048550,21205724,21215009,9286,+,0,overlapStart,0,Thnsl1
chr7,24481849,24482049,201,*,6.2060349670771044,6.648665567985559,5.564250694802328,0.2642055888411012,0.024339633072730422,0.589812955423658,27254,ENSMUSG00000054793,24482023,24504539,22517,+,0,overlapStart,0,Cadm4
chr7,44246585,44246785,201,*,5.798715838427303,6.249353521438413,5.139803953140152,0.26020280281435176,0.02456285034211516,0.589812955423658,27550,ENSMUSG00000038782,44229933,44236122,6190,-,10462,upstream,10462,1700028J19Rik
chr7,44246585,44246785,201,*,5.798715838427303,6.249353521438413,5.139803953140152,0.26020280281435176,0.02456285034211516,0.589812955423658,27550,ENSMUSG00000045411,44246722,44252319,5598,+,0,overlapStart,0,2410002F23Rik
chr7,44246585,44246785,201,*,5.798715838427303,6.249353521438413,5.139803953140152,0.26020280281435176,0.02456285034211516,0.589812955423658,27550,ENSMUSG00000101166,44246726,44262720,15995,+,0,overlapStart,0,Gm28496
chr7,44246585,44246785,201,*,5.798715838427303,6.249353521438413,5.139803953140152,0.26020280281435176,0.02456285034211516,0.589812955423658,27550,ENSMUSG00000080352,44248090,44248180,91,+,1304,upstream,1304,Gm26247
chr7,44246585,44246785,201,*,5.798715838427303,6.249353521438413,5.139803953140152,0.26020280281435176,0.02456285034211516,0.589812955423658,27550,ENSMUSG00000096296,44249852,44249941,90,+,3066,upstream,3066,Snord88c
chr7,44246585,44246785,201,*,5.798715838427303,6.249353521438413,5.139803953140152,0.26020280281435176,0.02456285034211516,0.589812955423658,27550,ENSMUSG00000095472,44250135,44250224,90,+,3349,upstream,3349,Snord88a
chr7,44246585,44246785,201,*,5.798715838427303,6.249353521438413,5.139803953140152,0.26020280281435176,0.02456285034211516,0.589812955423658,27550,ENSMUSG00000080683,44250450,44250542,93,+,3664,upstream,3664,Gm23991
chr7,44246585,44246785,201,*,5.798715838427303,6.249353521438413,5.139803953140152,0.26020280281435176,0.02456285034211516,0.589812955423658,27550,ENSMUSG00000087376,44261447,44261894,448,+,14661,upstream,14661,Gm15517
chr8,84687800,84688000,201,*,5.8416153801716195,6.2869943094906775,5.193985855571479,0.2618444002711381,0.02471738304150978,0.589812955423658,30102,ENSMUSG00000001910,84670483,84687862,17380,-,0,overlapStart,0,Nacc1
chr8,84687800,84688000,201,*,5.8416153801716195,6.2869943094906775,5.193985855571479,0.2618444002711381,0.02471738304150978,0.589812955423658,30102,ENSMUSG00000001909,84686307,84699808,13502,+,0,inside,1492,Trmt1
chr8,84687800,84688000,201,*,5.8416153801716195,6.2869943094906775,5.193985855571479,0.2618444002711381,0.02471738304150978,0.589812955423658,30102,ENSMUSG00000034041,84701457,84704715,3259,+,13456,upstream,13456,Lyl1
chr9,99153792,99153992,201,*,4.912248670433496,5.411140787560693,4.143366532045712,0.2399176419126897,0.025028486120538658,0.589812955423658,32376,ENSMUSG00000032462,99036654,99140621,103968,-,13170,upstream,13170,Pik3cb
chr12,69582969,69583169,201,*,5.957709484420909,6.446593742564418,5.212644182304599,0.24311110318727866,0.025389632103706598,0.589812955423658,6981,ENSMUSG00000049882,69577628,69583028,5401,-,0,overlapStart,0,Vcpkmt
chr18,38211891,38212091,201,*,5.660578004756426,6.11043850309649,5.003341690072089,0.2577381034177835,0.02562703398138878,0.589812955423658,14833,ENSMUSG00000051375,38185914,38212053,26140,-,0,overlapStart,0,Pcdh1
chr18,38211891,38212091,201,*,5.660578004756426,6.11043850309649,5.003341690072089,0.2577381034177835,0.02562703398138878,0.589812955423658,14833,ENSMUSG00000089983,38209772,38229145,19374,+,0,inside,2118,2010320O07Rik
chr1,150090286,150090486,201,*,4.7529929207400965,5.254644543388981,3.9774444377826166,0.23705698829262023,0.025673466901184994,0.589812955423658,1476,ENSMUSG00000032487,150100031,150108227,8197,+,9544,upstream,9544,Ptgs2
chr6,39515854,39516054,201,*,4.9957852232517785,5.47933006340332,4.26320140820927,0.244066338702262,0.025858265015744963,0.589812955423658,25572,ENSMUSG00000085058,39527513,39544486,16974,+,11458,upstream,11458,8030453O22Rik
chr9,64172980,64173180,201,*,4.363033423856056,4.897949043518075,3.5035309424611527,0.22339814215655351,0.025879418364988072,0.589812955423658,31914,ENSMUSG00000032400,64137144,64173104,35961,-,0,overlapStart,0,Zwilch
chr9,64172980,64173180,201,*,4.363033423856056,4.897949043518075,3.5035309424611527,0.22339814215655351,0.025879418364988072,0.589812955423658,31914,ENSMUSG00000032399,64173387,64178562,5176,+,206,upstream,206,Rpl4
chr9,64172980,64173180,201,*,4.363033423856056,4.897949043518075,3.5035309424611527,0.22339814215655351,0.025879418364988072,0.589812955423658,31914,ENSMUSG00000065752,64175048,64175115,68,+,1867,upstream,1867,Gm23344
chr9,64172980,64173180,201,*,4.363033423856056,4.897949043518075,3.5035309424611527,0.22339814215655351,0.025879418364988072,0.589812955423658,31914,ENSMUSG00000094411,64175423,64175521,99,+,2242,upstream,2242,Snord16a
chr9,64172980,64173180,201,*,4.363033423856056,4.897949043518075,3.5035309424611527,0.22339814215655351,0.025879418364988072,0.589812955423658,31914,ENSMUSG00000064918,64175873,64175942,70,+,2692,upstream,2692,Gm22571
chr9,64172980,64173180,201,*,4.363033423856056,4.897949043518075,3.5035309424611527,0.22339814215655351,0.025879418364988072,0.589812955423658,31914,ENSMUSG00000095868,64176661,64176759,99,+,3480,upstream,3480,Gm23136
chr9,64172980,64173180,201,*,4.363033423856056,4.897949043518075,3.5035309424611527,0.22339814215655351,0.025879418364988072,0.589812955423658,31914,ENSMUSG00000064514,64177123,64177193,71,+,3942,upstream,3942,Gm22455
chr9,64172980,64173180,201,*,4.363033423856056,4.897949043518075,3.5035309424611527,0.22339814215655351,0.025879418364988072,0.589812955423658,31914,ENSMUSG00000032398,64179297,64182684,3388,+,6116,upstream,6116,Snapc5
chr5,21786699,21786899,201,*,5.151481448042627,5.627989708459752,4.435113906411116,0.24627817025088958,0.026055450288193328,0.589812955423658,23297,ENSMUSG00000029014,21757267,21785251,27985,-,1447,upstream,1447,Dnajc2
chr5,21786699,21786899,201,*,5.151481448042627,5.627989708459752,4.435113906411116,0.24627817025088958,0.026055450288193328,0.589812955423658,23297,ENSMUSG00000028932,21785283,21803787,18505,+,0,inside,1415,Psmc2
chr11,48800141,48800341,201,*,6.0390121901440725,6.556087247552897,5.225383508718549,0.229880469085425,0.026166372885380106,0.589812955423658,4461,ENSMUSG00000020372,48800332,48806434,6103,+,0,overlapStart,0,Gnb2l1
chr11,48800141,48800341,201,*,6.0390121901440725,6.556087247552897,5.225383508718549,0.229880469085425,0.026166372885380106,0.589812955423658,4461,ENSMUSG00000064500,48800866,48800932,67,+,524,upstream,524,Gm25296
chr11,48800141,48800341,201,*,6.0390121901440725,6.556087247552897,5.225383508718549,0.229880469085425,0.026166372885380106,0.589812955423658,4461,ENSMUSG00000064725,48802032,48802112,81,+,1690,upstream,1690,Snord96a
chr11,48800141,48800341,201,*,6.0390121901440725,6.556087247552897,5.225383508718549,0.229880469085425,0.026166372885380106,0.589812955423658,4461,ENSMUSG00000064780,48803139,48803206,68,+,2797,upstream,2797,Snord95
chr16,4213944,4214144,201,*,5.990773103980664,6.4510577895373356,5.310822674197558,0.2520634777625494,0.026323135781297292,0.589812955423658,11943,ENSMUSG00000022521,4081328,4213407,132080,-,536,upstream,536,Crebbp
chr15,85001458,85001658,201,*,5.295016385693842,5.767103635419465,4.58870502823238,0.247350634260109,0.026326083168286968,0.589812955423658,11481,ENSMUSG00000036046,84943936,84988551,44616,-,12906,upstream,12906,5031439G07Rik
chr2,29060142,29060342,201,*,6.0994197616343895,6.5539429114792815,5.432088061288968,0.253860450317003,0.026443587796036318,0.589812955423658,16922,ENSMUSG00000079502,28926949,29055066,128118,-,5075,upstream,5075,1700101E01Rik
chr2,29060142,29060342,201,*,6.0994197616343895,6.5539429114792815,5.432088061288968,0.253860450317003,0.026443587796036318,0.589812955423658,16922,ENSMUSG00000026803,29060262,29087656,27395,+,0,overlapStart,0,Ttf1
chr4,53159930,53160130,201,*,5.970746430032764,6.4278828548475495,5.297711134949761,0.25258481773037367,0.026447904858494426,0.589812955423658,21424,ENSMUSG00000015243,53030787,53159895,129109,-,34,upstream,34,Abca1
chr19,4099147,4099347,201,*,5.831087275129987,6.285478298734173,5.164043074804124,0.253804827954684,0.02649232491278654,0.589812955423658,15571,ENSMUSG00000024851,4099998,4113965,13968,+,650,upstream,650,Pitpnm1
chr3,10440001,10440201,201,*,5.87626574125142,6.318195914277385,5.2359656128544865,0.25685961011517194,0.027030818827541235,0.589812955423658,19236,ENSMUSG00000027534,10417817,10440102,22286,-,0,overlapStart,0,Snx16
chr14,51063521,51063721,201,*,5.695756718537714,6.142802112734866,5.044565871717314,0.2541226352044058,0.02747649488017485,0.589812955423658,9733,ENSMUSG00000059648,51049451,51050163,713,-,13357,upstream,13357,Rnase11
chr14,51063521,51063721,201,*,5.695756718537714,6.142802112734866,5.044565871717314,0.2541226352044058,0.02747649488017485,0.589812955423658,9733,ENSMUSG00000068407,51056698,51057242,545,-,6278,upstream,6278,Rnase12
chr13,117025010,117025210,201,*,5.207203906560339,5.673006598812955,4.515015809170278,0.24558117987127873,0.027779114856165465,0.589812955423658,9222,ENSMUSG00000021725,116854824,117025516,170693,-,0,inside,305,Parp8
chr3,35932883,35933083,201,*,5.670894332678726,6.115566784602091,5.024770699263044,0.2539360722082301,0.02792511443438138,0.589812955423658,19432,ENSMUSG00000027708,35892105,35932334,40230,-,548,upstream,548,Dcun1d1
chr3,35932883,35933083,201,*,5.670894332678726,6.115566784602091,5.024770699263044,0.2539360722082301,0.02792511443438138,0.589812955423658,19432,ENSMUSG00000103229,35895620,35932787,37168,-,95,upstream,95,Dcun1d1
chr3,35932883,35933083,201,*,5.670894332678726,6.115566784602091,5.024770699263044,0.2539360722082301,0.02792511443438138,0.589812955423658,19432,ENSMUSG00000085655,35933045,35942717,9673,+,0,overlapStart,0,Gm15952
chr7,123124025,123124225,201,*,6.266364677392519,6.700825380845407,5.64175322313641,0.2574025404796294,0.027997807214422077,0.589812955423658,28680,ENSMUSG00000052707,123123885,123195288,71404,+,0,inside,139,Tnrc6a
chr3,37816957,37817157,201,*,5.470130037329897,5.934810048642539,4.7804440170396365,0.2455073623756641,0.02816373593181591,0.589812955423658,19465,ENSMUSG00000089123,37802544,37802652,109,-,14304,upstream,14304,Gm26404
chr1,13660486,13660686,201,*,5.9395762487501536,6.4115520801542925,5.233517027497455,0.24252847669912192,0.028276764738136218,0.589812955423658,63,ENSMUSG00000025937,13623330,13660546,37217,-,0,overlapStart,0,Lactb2
chr1,13660486,13660686,201,*,5.9395762487501536,6.4115520801542925,5.233517027497455,0.24252847669912192,0.028276764738136218,0.589812955423658,63,ENSMUSG00000067813,13668771,13701723,32953,+,8084,upstream,8084,Xkr9
chr11,11855838,11856038,201,*,5.225815401930412,5.738579904170221,4.422972260905219,0.2262289235114424,0.028277289735079446,0.589812955423658,4116,ENSMUSG00000086391,11868123,11885321,17199,+,12084,upstream,12084,1700042O10Rik
chr1,13789334,13789534,201,*,4.633409459190944,5.137769902758807,3.851274477562561,0.22850571969304995,0.02842332983561229,0.589812955423658,65,ENSMUSG00000077368,13774334,13774464,131,-,14869,upstream,14869,Gm26273
chr1,13789334,13789534,201,*,4.633409459190944,5.137769902758807,3.851274477562561,0.22850571969304995,0.02842332983561229,0.589812955423658,65,ENSMUSG00000097711,13785883,13786879,997,-,2454,upstream,2454,Gm5523
chr15,77245472,77245672,201,*,5.974833502048201,6.427321716593239,5.3119204666209585,0.24934753562885362,0.028575179645900117,0.589812955423658,11227,ENSMUSG00000089242,77242406,77242551,146,-,2920,upstream,2920,Gm24056
chr13,38960432,38960632,201,*,5.873569358449875,6.331044967696761,5.199791361808814,0.24725080191896107,0.028646811365848703,0.589812955423658,8204,ENSMUSG00000021432,38932140,38960875,28736,-,0,inside,242,Slc35b3
chr13,38960432,38960632,201,*,5.873569358449875,6.331044967696761,5.199791361808814,0.24725080191896107,0.028646811365848703,0.589812955423658,8204,ENSMUSG00000097151,38945543,38951313,5771,-,9118,upstream,9118,Gm26514
chr13,38960432,38960632,201,*,5.873569358449875,6.331044967696761,5.199791361808814,0.24725080191896107,0.028646811365848703,0.589812955423658,8204,ENSMUSG00000096932,38960619,38966299,5681,+,0,overlapStart,0,5033403F01Rik
chr2,25356298,25356498,201,*,4.978371090569348,5.453360506259011,4.2654697549094545,0.23987179253711907,0.028768563319289207,0.589812955423658,16789,ENSMUSG00000026958,25352276,25356359,4084,-,0,overlapStart,0,Dpp7
chr15,53902421,53902621,201,*,5.872775873646728,6.3190730967612,5.223185503854743,0.25062750675254325,0.029105245636601544,0.589812955423658,10886,ENSMUSG00000058656,53461621,53902537,440917,-,0,overlapStart,0,Samd12
chr2,115581547,115581747,201,*,5.665506082697309,6.107009493308136,5.026109124847986,0.25197924038591407,0.029155631553986316,0.589812955423658,17980,ENSMUSG00000086735,115556786,115581555,24770,-,0,overlapStart,0,Gm13977
chr2,115581547,115581747,201,*,5.665506082697309,6.107009493308136,5.026109124847986,0.25197924038591407,0.029155631553986316,0.589812955423658,17980,ENSMUSG00000040282,115581716,115778768,197053,+,0,overlapStart,0,BC052040
chr7,45526200,45526400,201,*,6.031441353649216,6.494527195571387,5.345297427469294,0.24351020644627475,0.029215173477459288,0.589812955423658,27622,ENSMUSG00000040435,45522916,45526268,3353,-,0,overlapStart,0,Ppp1r15a
chr7,45526200,45526400,201,*,6.031441353649216,6.494527195571387,5.345297427469294,0.24351020644627475,0.029215173477459288,0.589812955423658,27622,ENSMUSG00000040428,45526330,45554229,27900,+,0,overlapStart,0,Plekha4
chr3,63964642,63964842,201,*,6.847436900725738,7.311203740435816,6.159781404309442,0.24318554939631284,0.02926323649021246,0.589812955423658,19693,ENSMUSG00000027822,63933507,63964768,31262,-,0,overlapStart,0,Slc33a1
chr3,63964642,63964842,201,*,6.847436900725738,7.311203740435816,6.159781404309442,0.24318554939631284,0.02926323649021246,0.589812955423658,19693,ENSMUSG00000097724,63963633,63968659,5027,+,0,inside,1008,Gm26850
chr3,63964642,63964842,201,*,6.847436900725738,7.311203740435816,6.159781404309442,0.24318554939631284,0.02926323649021246,0.589812955423658,19693,ENSMUSG00000027823,63976106,64022579,46474,+,11263,upstream,11263,Gmps
chr3,56182971,56183171,201,*,4.772285138519224,5.263912157859708,4.0207479561891635,0.23241199035027613,0.029267201319541327,0.589812955423658,19617,ENSMUSG00000027799,55625205,56183701,558497,-,0,inside,529,Nbea
chr6,128839098,128839298,201,*,5.398960385065581,5.893751549030248,4.639905356557725,0.23141834943450043,0.029403289871862293,0.589812955423658,26767,ENSMUSG00000079298,128813706,128826331,12626,-,12766,upstream,12766,Klrb1b
chr6,128839098,128839298,201,*,5.398960385065581,5.893751549030248,4.639905356557725,0.23141834943450043,0.029403289871862293,0.589812955423658,26767,ENSMUSG00000096931,128843786,128846959,3174,+,4487,upstream,4487,Gm26656
chr2,167190169,167190369,201,*,5.8667057032784085,6.310154214567767,5.223185503854743,0.2502906822896507,0.029660838322477293,0.589812955423658,18929,ENSMUSG00000050556,167103378,167190155,86778,-,13,upstream,13,Kcnb1
chr2,167190169,167190369,201,*,5.8667057032784085,6.310154214567767,5.223185503854743,0.2502906822896507,0.029660838322477293,0.589812955423658,18929,ENSMUSG00000085151,167188702,167192808,4107,+,0,inside,1466,1110018N20Rik
chr2,167190169,167190369,201,*,5.8667057032784085,6.310154214567767,5.223185503854743,0.2502906822896507,0.029660838322477293,0.589812955423658,18929,ENSMUSG00000086098,167201576,167202799,1224,+,11206,upstream,11206,Gm14291
chr10,127596363,127596563,201,*,4.816197062026561,5.309712970178593,4.060178675237924,0.23064630206431672,0.029671825787538672,0.589812955423658,3875,ENSMUSG00000086499,127596548,127597870,1323,+,0,overlapStart,0,Gm16217
chr11,48856817,48857017,201,*,6.058773140450418,6.500926536148945,5.418000267168595,0.2507683548047509,0.029712751336836967,0.589812955423658,4467,ENSMUSG00000086245,48843648,48853493,9846,-,3323,upstream,3323,Gm16170
chr13,23517758,23517958,201,*,5.1727165392936705,5.64464083639267,4.466773917089025,0.23938973970066854,0.029717631024638418,0.589812955423658,7998,ENSMUSG00000060981,23531050,23531522,473,+,13091,upstream,13091,Hist1h4h
chrX,137038154,137038354,201,*,4.821712535436239,5.318634572186976,4.057563140761132,0.22937025800261857,0.029767583884351627,0.589812955423658,33561,ENSMUSG00000044348,136981116,137038302,57187,-,0,overlapStart,0,Slc25a53
chrX,137038154,137038354,201,*,4.821712535436239,5.318634572186976,4.057563140761132,0.22937025800261857,0.029767583884351627,0.589812955423658,33561,ENSMUSG00000042595,137049594,137082503,32910,+,11239,upstream,11239,Fam199x
chr17,24455254,24455454,201,*,6.8607915535951864,7.33509595918686,6.149449590507148,0.23732119941732213,0.029958184104531913,0.589812955423658,13312,ENSMUSG00000024136,24440081,24443105,3025,-,12148,upstream,12148,Dnase1l2
chr17,24455254,24455454,201,*,6.8607915535951864,7.33509595918686,6.149449590507148,0.23732119941732213,0.029958184104531913,0.589812955423658,13312,ENSMUSG00000024137,24443792,24455311,11520,-,0,overlapStart,0,E4f1
chr2,160578819,160579019,201,*,4.77365171248298,5.266988180065424,4.018059882356687,0.22981635609236378,0.03017612867987687,0.589812955423658,18759,ENSMUSG00000078955,160583357,160585191,1835,+,4337,upstream,4337,Gm14222
chr16,20302324,20302524,201,*,5.422277409286356,5.8745366148886315,4.75986040911307,0.24521239958410151,0.030258839433727244,0.589812955423658,12170,ENSMUSG00000033918,20279820,20302387,22568,-,0,overlapStart,0,Parl
chr14,57999198,57999398,201,*,5.289966974587515,5.742102871553883,4.627816958712964,0.2450341435409771,0.030357099825030154,0.589812955423658,9881,ENSMUSG00000021973,57916280,57999262,82983,-,0,overlapStart,0,Micu2
chr14,57999198,57999398,201,*,5.289966974587515,5.742102871553883,4.627816958712964,0.2450341435409771,0.030357099825030154,0.589812955423658,9881,ENSMUSG00000097303,57999323,58003695,4373,+,0,overlapStart,0,3110083C13Rik
chr5,114380421,114380621,201,*,6.493202370023685,6.940207608477485,5.8420974899986,0.24682683069332712,0.03056606727788438,0.589812955423658,24373,ENSMUSG00000001098,114363567,114380515,16949,-,0,overlapStart,0,Kctd10
chr5,114380421,114380621,201,*,6.493202370023685,6.940207608477485,5.8420974899986,0.24682683069332712,0.03056606727788438,0.589812955423658,24373,ENSMUSG00000029577,114380628,114421168,40541,+,6,upstream,6,Ube3b
chr8,94703743,94703943,201,*,4.626546528493059,5.158774578673091,3.7740854088601576,0.21435004170967129,0.030658654404109472,0.589812955423658,30317,ENSMUSG00000031775,94674895,94696242,21348,-,7500,upstream,7500,Pllp
chr8,94703743,94703943,201,*,4.626546528493059,5.158774578673091,3.7740854088601576,0.21435004170967129,0.030658654404109472,0.589812955423658,30317,ENSMUSG00000088331,94698016,94698285,270,-,5457,upstream,5457,Gm22846
chr6,121636104,121636304,201,*,5.275227842527457,5.748966607512396,4.565171690087393,0.23528427737476285,0.030729087098665564,0.589812955423658,26624,ENSMUSG00000030111,121636173,121679237,43065,+,0,overlapStart,0,A2m
chr5,3928408,3928608,201,*,5.1857742434618626,5.647967583513457,4.501607877662558,0.24021228093512995,0.030752714037424453,0.589812955423658,23173,ENSMUSG00000040407,3928054,4080209,152156,+,0,inside,353,Akap9
chrX,23692868,23693068,201,*,6.287794864943787,6.723063812626533,5.6614979042030065,0.2505939193074544,0.030871842733987145,0.589812955423658,33065,ENSMUSG00000036769,23693051,23806025,112975,+,0,overlapStart,0,Wdr44
chr3,58576555,58576755,201,*,6.209513397348946,6.649495655933347,5.573328942174263,0.24863307484631544,0.030938030657225644,0.589812955423658,19645,ENSMUSG00000075700,58576636,58593133,16498,+,0,overlapStart,0,Selt
chr15,100227728,100227928,201,*,5.9787983112966305,6.424569544831293,5.330331572929352,0.2461193409668236,0.03104179507366228,0.589812955423658,11821,ENSMUSG00000023027,100227819,100261244,33426,+,0,overlapStart,0,Atf1
chr5,9266009,9266209,201,*,6.273046394706032,6.7061657737658695,5.651225712181051,0.2506816979477427,0.031080646945666496,0.589812955423658,23220,ENSMUSG00000080875,9260945,9261388,444,-,4620,upstream,4620,Gm7332
chr5,9266009,9266209,201,*,6.273046394706032,6.7061657737658695,5.651225712181051,0.2506816979477427,0.031080646945666496,0.589812955423658,23220,ENSMUSG00000089926,9264222,9266022,1801,-,0,overlapStart,0,Gm15734
chr5,9266009,9266209,201,*,6.273046394706032,6.7061657737658695,5.651225712181051,0.2506816979477427,0.031080646945666496,0.589812955423658,23220,ENSMUSG00000056004,9266118,9481825,215708,+,0,overlapStart,0,9330182L06Rik
chr8,78509152,78509352,201,*,6.49967787637432,6.937028636861778,5.86902606219161,0.2488267140520722,0.031277222318827756,0.589812955423658,29979,ENSMUSG00000037070,78505271,78508928,3658,-,223,upstream,223,Rbmxl1
chr8,78509152,78509352,201,*,6.49967787637432,6.937028636861778,5.86902606219161,0.2488267140520722,0.031277222318827756,0.589812955423658,29979,ENSMUSG00000031684,78509335,78734005,224671,+,0,overlapStart,0,Slc10a7
chr14,55823509,55823709,201,*,4.528726353220447,5.0375238102918525,3.7357103619097147,0.22003743936001557,0.03147814773165241,0.589812955423658,9844,ENSMUSG00000023411,55824795,55833943,9149,+,1085,upstream,1085,Nfatc4
chr7,66109347,66109547,201,*,6.253346625989905,6.700825380845407,5.601227547316584,0.2443972214502232,0.03147989337825387,0.589812955423658,27825,ENSMUSG00000032640,66109515,66173789,64275,+,0,overlapStart,0,Chsy1
chrX,136172167,136172367,201,*,6.010761830727934,6.473228067271477,5.325991212183943,0.2384276139931788,0.03156338240794554,0.589812955423658,33545,ENSMUSG00000051579,136168984,136172342,3359,-,0,overlapStart,0,Tceal8
chrX,136172167,136172367,201,*,6.010761830727934,6.473228067271477,5.325991212183943,0.2384276139931788,0.03156338240794554,0.589812955423658,33545,ENSMUSG00000098493,136183245,136183360,116,+,10877,upstream,10877,Mir6383
chr18,60606179,60606379,201,*,6.803371411723151,7.275639526387719,6.096650627185171,0.2346989377445209,0.03158807863787709,0.589812955423658,15125,ENSMUSG00000049173,60576316,60591788,15473,-,14390,upstream,14390,Myoz3
chr18,36281075,36281275,201,*,6.087701838213508,6.53492930360549,5.436121112809984,0.24394022296724718,0.03162208042496341,0.589812955423658,14778,ENSMUSG00000043991,36281097,36301521,20425,+,0,overlapStart,0,Pura
chr19,29806494,29806694,201,*,7.0685465189640615,7.5060232323656155,6.437630605184251,0.2478251952307687,0.03166581889455418,0.589812955423658,16044,ENSMUSG00000046138,29714402,29805989,91588,-,504,upstream,504,9930021J03Rik
chr11,96763129,96763329,201,*,6.040460301390835,6.500926536148945,5.360109625716262,0.23914265803380963,0.031731918888293284,0.589812955423658,5551,ENSMUSG00000085242,96766802,96768269,1468,+,3472,upstream,3472,Gm11537
chr13,34874324,34874524,201,*,6.636270517160793,7.1021054782974335,5.94401041030247,0.2360034813428148,0.03209374216613551,0.589812955423658,8152,ENSMUSG00000021413,34875494,34902877,27384,+,969,upstream,969,Prpf4b
chr17,5841221,5841421,201,*,6.034675417733071,6.4804124074763,5.3862817872368405,0.24314657402265985,0.03223960540209807,0.589812955423658,13060,ENSMUSG00000002365,5841328,5931033,89706,+,0,overlapStart,0,Snx9
chr12,98747062,98747262,201,*,6.004154673683035,6.464121742303958,5.324904078609389,0.23767143289619388,0.032480716612382485,0.589812955423658,7462,ENSMUSG00000021009,98676741,98737405,60665,-,9656,upstream,9656,Ptpn21
chr12,98747062,98747262,201,*,6.004154673683035,6.464121742303958,5.324904078609389,0.23767143289619388,0.032480716612382485,0.589812955423658,7462,ENSMUSG00000021012,98746968,98787774,40807,+,0,inside,93,Zc3h14
chr3,116594794,116594994,201,*,6.383792001473592,6.834739248940945,5.724211916978398,0.24091523105120669,0.032496307244051004,0.589812955423658,20486,ENSMUSG00000027959,116595008,116630984,35977,+,13,upstream,13,Sass6
chr17,35667455,35667655,201,*,6.127335397386946,6.572848858609842,5.479418849543119,0.24279969402721657,0.0325671072231308,0.589812955423658,13732,ENSMUSG00000038838,35655634,35667592,11959,-,0,overlapStart,0,Vars2
chr6,113604722,113604922,201,*,5.628891903285668,6.090768752313432,4.945425858254689,0.2360926451490824,0.0328630903316905,0.589812955423658,26442,ENSMUSG00000033963,113596761,113600715,3955,-,4006,upstream,4006,Fancd2os
chr6,113604722,113604922,201,*,5.628891903285668,6.090768752313432,4.945425858254689,0.2360926451490824,0.0328630903316905,0.589812955423658,26442,ENSMUSG00000033940,113604772,113616948,12177,+,0,overlapStart,0,Brk1
chr11,22017552,22017752,201,*,5.343038932006378,5.7974427071350565,4.675966988653481,0.23839923670987603,0.03297941803433807,0.589812955423658,4217,ENSMUSG00000005917,21994764,22002897,8134,-,14654,upstream,14654,Otx1
chr11,94134560,94134760,201,*,5.554229129347209,6.0000794517113025,4.905593521595253,0.24184542561565367,0.03298970242380914,0.589812955423658,5498,ENSMUSG00000086003,94133485,94155776,22292,+,0,inside,1074,B230206L02Rik
chr13,55727456,55727656,201,*,5.824557559108669,6.255102953154108,5.208070032533482,0.24753276069641805,0.03305338472423265,0.589812955423658,8493,ENSMUSG00000021496,55727368,55776830,49463,+,0,inside,87,Pcbd2
chr3,9251580,9251780,201,*,4.963702819626315,5.433215521314498,4.26320140820927,0.2325658639752734,0.033135500643313186,0.589812955423658,19202,ENSMUSG00000069114,9250602,9285333,34732,+,0,inside,977,Zbtb10
chr3,136449445,136449645,201,*,4.754795559631194,5.261742316811733,3.966332141725178,0.21855492886730615,0.03315820579476199,0.589812955423658,20700,ENSMUSG00000099508,136435270,136449349,14080,-,95,upstream,95,1700030L20Rik
chr9,111056862,111057062,201,*,3.7971678516061167,4.385578156720476,2.7867747228961854,0.18749387574948684,0.03317249725302934,0.589812955423658,32648,ENSMUSG00000043953,111054835,111057270,2436,-,0,inside,207,Ccrl2
chr8,22757558,22757758,201,*,6.808180670898142,7.252777457087342,6.162218185863534,0.2417963167412049,0.033207857005219624,0.589812955423658,29390,ENSMUSG00000031538,22757744,22782847,25104,+,0,overlapStart,0,Plat
chr13,17803531,17803731,201,*,5.817286102501679,6.266988180065424,5.160390985666731,0.2399985734695414,0.033237681206343204,0.589812955423658,7900,ENSMUSG00000041297,17715962,17805097,89136,-,0,inside,1365,Cdk13
chrX,166497912,166498112,201,*,6.044503548900505,6.479871336939835,5.418000267168595,0.24515650045730697,0.03326039905423984,0.589812955423658,33743,ENSMUSG00000085880,166482220,166483617,1398,-,14294,upstream,14294,Gm15229
chr17,21962568,21962768,201,*,4.7149522789066625,5.200611435254791,3.9774444377826166,0.2256254012471801,0.033329517259734216,0.589812955423658,13265,ENSMUSG00000071267,21926960,21962464,35505,-,103,upstream,103,Zfp942
chr17,21962568,21962768,201,*,4.7149522789066625,5.200611435254791,3.9774444377826166,0.2256254012471801,0.033329517259734216,0.589812955423658,13265,ENSMUSG00000053347,21962552,22071168,108617,+,0,inside,15,Zfp943
chr14,56886272,56886472,201,*,5.893712989571224,6.332079410957003,5.260929489374637,0.2437766420925973,0.03334505184256153,0.589812955423658,9857,ENSMUSG00000021945,56887795,56962579,74785,+,1322,upstream,1322,Zmym2
