"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007498","GO:0007498","mesoderm development","8/172","119/29008",5.81740364080978e-07,1.4972469168468e-05,9.5936130216863e-06,"Etv2/Ets2/Pou5f1/Foxa2/Foxf1/Foxc2/Lhx1/Foxc1",8
"GO:0061005","GO:0061005","cell differentiation involved in kidney development","6/172","52/29008",6.46639187389984e-07,1.64269271427404e-05,1.0525557299178e-05,"Klf15/Wt1/Hes1/Foxc2/Pou3f3/Lhx1",6
"GO:0001822","GO:0001822","kidney development","12/172","327/29008",6.51145856129034e-07,1.64269271427404e-05,1.0525557299178e-05,"Klf15/Egr1/Wt1/Hes1/Myc/Hoxd11/Zbtb14/Foxc2/Pou3f3/Hey1/Lhx1/Foxc1",12
"GO:0045604","GO:0045604","regulation of epidermal cell differentiation","6/172","54/29008",8.12335926971862e-07,2.02490665785743e-05,1.29745940111414e-05,"Klf7/Etv4/Hes1/Mycn/Hey1/Foxc1",6
"GO:0061140","GO:0061140","lung secretory cell differentiation","4/172","13/29008",8.18545470013012e-07,2.02490665785743e-05,1.29745940111414e-05,"Spdef/Foxp1/Nfib/Ascl1",4
"GO:0048565","GO:0048565","digestive tract development","8/172","126/29008",8.9945615920367e-07,2.20366759004899e-05,1.41200050903329e-05,"Klf5/Spdef/Hes1/Sox11/Foxf1/Ascl1/Foxl1/Hoxa13",8
"GO:0019827","GO:0019827","stem cell population maintenance","9/172","172/29008",9.42750525752228e-07,2.28774127582541e-05,1.46587074229745e-05,"Klf10/Klf4/Spi1/Hes1/Pou5f1/Foxo1/Myc/Foxo3/Elf5",9
"GO:0043500","GO:0043500","muscle adaptation","8/172","127/29008",9.55118799841901e-07,2.29588934150676e-05,1.47109161723415e-05,"Klf15/Klf4/Foxo1/Foxp1/Yy1/Mef2a/Foxo3/Nfatc3",8
"GO:0003151","GO:0003151","outflow tract morphogenesis","7/172","88/29008",9.66362268672973e-07,2.30120659867171e-05,1.47449865097076e-05,"Atf2/Jun/Hes1/Sox11/Foxc2/Hey1/Foxc1",7
"GO:0010463","GO:0010463","mesenchymal cell proliferation","6/172","56/29008",1.01126288070641e-06,2.36394295416506e-05,1.51469698500786e-05,"Myc/Foxp2/Foxp1/Foxf1/Mycn/Nfib",6
"GO:0030858","GO:0030858","positive regulation of epithelial cell differentiation","6/172","56/29008",1.01126288070641e-06,2.36394295416506e-05,1.51469698500786e-05,"Etv4/Etv2/Rfx3/Foxa3/Lhx1/Foxc1",6
"GO:0060795","GO:0060795","cell fate commitment involved in formation of primary germ layer","5/172","31/29008",1.03684649254726e-06,2.40171351182766e-05,1.53889847841225e-05,"Etv2/Ets2/Pou5f1/Foxc2/Elf5",5
"GO:0042593","GO:0042593","glucose homeostasis","11/172","283/29008",1.1039894199358e-06,2.5342027405373e-05,1.62379098181168e-05,"Klf15/Klf7/Mlxipl/Foxo1/Foxk2/Foxa2/Foxa3/Rfx6/Foxo3/Foxk1/Bhlha15",11
"GO:0021517","GO:0021517","ventral spinal cord development","6/172","57/29008",1.12471084530245e-06,2.55390098543742e-05,1.63641263670719e-05,"Foxp1/Olig2/Ascl1/Lhx1/Hoxd10/Hoxc10",6
"GO:0098727","GO:0098727","maintenance of cell number","9/172","176/29008",1.14186562081465e-06,2.55390098543742e-05,1.63641263670719e-05,"Klf10/Klf4/Spi1/Hes1/Pou5f1/Foxo1/Myc/Foxo3/Elf5",9
"GO:0033500","GO:0033500","carbohydrate homeostasis","11/172","284/29008",1.14264015831972e-06,2.55390098543742e-05,1.63641263670719e-05,"Klf15/Klf7/Mlxipl/Foxo1/Foxk2/Foxa2/Foxa3/Rfx6/Foxo3/Foxk1/Bhlha15",11
"GO:0035107","GO:0035107","appendage morphogenesis","9/172","177/29008",1.19697550296094e-06,2.62921860477972e-05,1.68467241841417e-05,"Sp9/Sp8/Sox11/Hoxd11/Mycn/Hoxa10/Hoxd10/Hoxc10/Hoxa13",9
"GO:0035108","GO:0035108","limb morphogenesis","9/172","177/29008",1.19697550296094e-06,2.62921860477972e-05,1.68467241841417e-05,"Sp9/Sp8/Sox11/Hoxd11/Mycn/Hoxa10/Hoxd10/Hoxc10/Hoxa13",9
"GO:0031016","GO:0031016","pancreas development","7/172","91/29008",1.21385880700214e-06,2.64351473524909e-05,1.69383266726074e-05,"Hes1/Arntl/Rfx3/Foxa2/Foxf1/Rfx6/Ptf1a",7
"GO:0071695","GO:0071695","anatomical structure maturation","11/172","290/29008",1.40056531060839e-06,3.02427153511032e-05,1.93780267328601e-05,"Klf1/Klf2/Zbtb7a/Fev/Pou2f2/Hes1/Rfx3/Foxo3/Neurog2/Ascl1/Bhlha15",11
"GO:0045682","GO:0045682","regulation of epidermis development","6/172","61/29008",1.68754955306551e-06,3.61334139597556e-05,2.31524932048174e-05,"Klf7/Etv4/Hes1/Mycn/Hey1/Foxc1",6
"GO:0042692","GO:0042692","muscle cell differentiation","13/172","428/29008",1.82925724213068e-06,3.88412287745748e-05,2.48875261626727e-05,"Klf5/Wt1/Hes1/Bhlhe41/Foxp1/Yy1/Foxf1/Mef2a/Nfatc3/Foxo4/Hey1/Nfatc4/Bhlha15",13
"GO:0048872","GO:0048872","homeostasis of number of cells","12/172","363/29008",1.93690213484987e-06,4.07869970214667e-05,2.61342776089791e-05,"Sp3/Klf1/Sp1/Klf2/Ets1/Zbtb7a/Spi1/Etv2/Ikzf1/Foxp3/Foxa3/Foxo3",12
"GO:0048592","GO:0048592","eye morphogenesis","9/172","188/29008",1.97221606336695e-06,4.11902174545819e-05,2.6392641193116e-05,"Sp3/Sp1/Ikzf1/Foxl2/Sox11/Pou2f1/Yy1/Ptf1a/Lhx1",9
"GO:0002053","GO:0002053","positive regulation of mesenchymal cell proliferation","5/172","36/29008",2.24601610693279e-06,4.65272279712581e-05,2.98123318943325e-05,"Myc/Foxp2/Foxp1/Foxf1/Mycn",5
"GO:0072080","GO:0072080","nephron tubule development","7/172","100/29008",2.29569297659332e-06,4.71727879383853e-05,3.02259745899511e-05,"Wt1/Hes1/Myc/Hoxd11/Pou3f3/Hey1/Lhx1",7
"GO:0030326","GO:0030326","embryonic limb morphogenesis","8/172","143/29008",2.3366131946797e-06,4.72515112701894e-05,3.02764165826918e-05,"Sp9/Sp8/Hoxd11/Mycn/Hoxa10/Hoxd10/Hoxc10/Hoxa13",8
"GO:0035113","GO:0035113","embryonic appendage morphogenesis","8/172","143/29008",2.3366131946797e-06,4.72515112701894e-05,3.02764165826918e-05,"Sp9/Sp8/Hoxd11/Mycn/Hoxa10/Hoxd10/Hoxc10/Hoxa13",8
"GO:0032835","GO:0032835","glomerulus development","6/172","65/29008",2.46168302783707e-06,4.90028777728817e-05,3.1398605067231e-05,"Klf15/Egr1/Wt1/Hes1/Foxc2/Foxc1",6
"GO:0051148","GO:0051148","negative regulation of muscle cell differentiation","6/172","65/29008",2.46168302783707e-06,4.90028777728817e-05,3.1398605067231e-05,"Bhlhe41/Foxp1/Yy1/Nfatc3/Foxo4/Bhlha15",6
"GO:0009954","GO:0009954","proximal/distal pattern formation","5/172","37/29008",2.5845377080918e-06,5.10496285288209e-05,3.27100610791545e-05,"Sp8/Hoxd11/Hoxa10/Hoxd10/Hoxc10",5
"GO:0097152","GO:0097152","mesenchymal cell apoptotic process","4/172","17/29008",2.67460301582885e-06,5.24222191102455e-05,3.35895488060773e-05,"Etv6/Wt1/Pou3f4/Hoxa13",4
"GO:0021510","GO:0021510","spinal cord development","7/172","103/29008",2.799495668669e-06,5.44512592654092e-05,3.48896567465296e-05,"Sox11/Foxp1/Olig2/Ascl1/Lhx1/Hoxd10/Hoxc10",7
"GO:0048706","GO:0048706","embryonic skeletal system development","8/172","147/29008",2.87159514553967e-06,5.5430488112387e-05,3.55170978527275e-05,"Sp3/Sp1/Sox11/Hoxd11/Mycn/Foxc2/Lhx1/Hoxd10",8
"GO:0045598","GO:0045598","regulation of fat cell differentiation","8/172","148/29008",3.02050375729784e-06,5.78664930345482e-05,3.70779685601025e-05,"Klf5/Jdp2/Creb1/Tfe3/Hes1/Arntl/Foxo1/Rreb1",8
"GO:0016055","GO:0016055","Wnt signaling pathway","13/172","449/29008",3.08953848454964e-06,5.87473437211379e-05,3.76423738376786e-05,"Klf15/Egr1/Klf4/Etv2/Zbtb33/Arntl/Foxo1/Myc/Mitf/Foxo3/Foxl1/Prdm15/Nfatc4",13
"GO:0010001","GO:0010001","glial cell differentiation","10/172","255/29008",3.17832668265844e-06,5.99879732401015e-05,3.84373074838459e-05,"Klf15/Hes1/Pou3f1/Pou3f2/Sox11/Mycn/Nfib/Olig2/Ascl1/Egr2",10
"GO:0006367","GO:0006367","transcription initiation from RNA polymerase II promoter","6/172","68/29008",3.21446328886049e-06,6.02239151471803e-05,3.85884873144165e-05,"Ikzf1/Creb1/Tbp/Pou5f1/Myc/Maz",6
"GO:0198738","GO:0198738","cell-cell signaling by wnt","13/172","451/29008",3.242577219399e-06,6.030720259145e-05,3.86418537632566e-05,"Klf15/Egr1/Klf4/Etv2/Zbtb33/Arntl/Foxo1/Myc/Mitf/Foxo3/Foxl1/Prdm15/Nfatc4",13
"GO:0061326","GO:0061326","renal tubule development","7/172","106/29008",3.39239429322494e-06,6.26363815879504e-05,4.01342757344919e-05,"Wt1/Hes1/Myc/Hoxd11/Pou3f3/Hey1/Lhx1",7
"GO:0035282","GO:0035282","segmentation","7/172","108/29008",3.84308908662887e-06,7.04474172138874e-05,4.51391985866064e-05,"Wt1/Foxa2/Foxf1/Foxc2/Lhx1/Foxc1/Egr2",7
"GO:0048705","GO:0048705","skeletal system morphogenesis","10/172","261/29008",3.9065390138625e-06,7.10990100522975e-05,4.55567068458702e-05,"Sp5/Atf2/Sox11/Myc/Hoxd11/Mycn/Foxc2/Lhx1/Foxc1/Hoxd10",10
"GO:0060675","GO:0060675","ureteric bud morphogenesis","6/172","71/29008",4.14479506511351e-06,7.43398937545734e-05,4.76333038144854e-05,"Wt1/Hes1/Myc/Hoxd11/Hey1/Lhx1",6
"GO:0048736","GO:0048736","appendage development","9/172","206/29008",4.17213689438933e-06,7.43398937545734e-05,4.76333038144854e-05,"Sp9/Sp8/Sox11/Hoxd11/Mycn/Hoxa10/Hoxd10/Hoxc10/Hoxa13",9
"GO:0060173","GO:0060173","limb development","9/172","206/29008",4.17213689438933e-06,7.43398937545734e-05,4.76333038144854e-05,"Sp9/Sp8/Sox11/Hoxd11/Mycn/Hoxa10/Hoxd10/Hoxc10/Hoxa13",9
"GO:0021953","GO:0021953","central nervous system neuron differentiation","9/172","207/29008",4.33982197553873e-06,7.67907388449492e-05,4.92036833630159e-05,"Hes1/Pou3f4/Nfib/Neurog2/Olig2/Ascl1/Lhx1/Hoxd10/Hoxc10",9
"GO:0048593","GO:0048593","camera-type eye morphogenesis","8/172","156/29008",4.46604578807319e-06,7.8479204606969e-05,5.02855681836771e-05,"Sp3/Sp1/Ikzf1/Sox11/Pou2f1/Yy1/Ptf1a/Lhx1",8
"GO:0072171","GO:0072171","mesonephric tubule morphogenesis","6/172","72/29008",4.49952112420828e-06,7.85258892087856e-05,5.03154813528987e-05,"Wt1/Hes1/Myc/Hoxd11/Hey1/Lhx1",6
"GO:0009913","GO:0009913","epidermal cell differentiation","9/172","210/29008",4.87805538888235e-06,8.36492619269241e-05,5.35982835861601e-05,"Klf7/Klf4/Etv4/Hes1/Pou3f1/Pou2f3/Mycn/Hey1/Foxc1",9
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","7/172","112/29008",4.89506012466912e-06,8.36492619269241e-05,5.35982835861601e-05,"Klf10/Fos/Ets1/Ikzf1/Jun/Creb1/Foxo3",7
"GO:0060840","GO:0060840","artery development","7/172","112/29008",4.89506012466912e-06,8.36492619269241e-05,5.35982835861601e-05,"Hes1/Foxf1/Foxc2/Hey1/Foxc1/Hoxa13/Egr2",7
"GO:0060251","GO:0060251","regulation of glial cell proliferation","5/172","42/29008",4.92440709930872e-06,8.36492619269241e-05,5.35982835861601e-05,"Etv5/Creb1/Hes1/Sox11/Myc",5
"GO:0008544","GO:0008544","epidermis development","11/172","333/29008",5.28021641955526e-06,8.90992810399126e-05,5.70903845711412e-05,"Klf7/Klf4/Etv4/Hes1/Pou3f1/Pou3f2/Pou2f3/Mycn/Tfdp1/Hey1/Foxc1",11
"GO:0072010","GO:0072010","glomerular epithelium development","4/172","20/29008",5.36956274631537e-06,9.00108281421813e-05,5.76744585840383e-05,"Klf15/Wt1/Foxc2/Foxc1",4
"GO:0007422","GO:0007422","peripheral nervous system development","6/172","76/29008",6.17398094188397e-06,0.000102818976731506,6.58812827028691e-05,"Etv1/Egr3/Pou3f1/Pou3f2/Hoxd10/Egr2",6
"GO:1902742","GO:1902742","apoptotic process involved in development","5/172","44/29008",6.22682251292827e-06,0.000103025608850268,6.60136822799163e-05,"Spi1/Wt1/Atf2/Foxc2/Foxc1",5
"GO:1902894","GO:1902894","negative regulation of pri-miRNA transcription by RNA polymerase II","4/172","21/29008",6.60233513463672e-06,0.000108533870471318,6.95431021651718e-05,"Yy1/Nfib/Nfatc3/Nfatc4",4
"GO:0030879","GO:0030879","mammary gland development","8/172","165/29008",6.75460874877599e-06,0.000110325276230008,7.06909458120888e-05,"Etv5/Etv4/Elf3/Usf2/Creb1/Foxf1/Rreb1/Elf5",8
"GO:0001678","GO:0001678","cellular glucose homeostasis","8/172","166/29008",7.06114830924451e-06,0.000114597489757675,7.34283676006586e-05,"Klf15/Klf7/Mlxipl/Foxk2/Foxa2/Foxa3/Rfx6/Foxk1",8
"GO:0045666","GO:0045666","positive regulation of neuron differentiation","7/172","119/29008",7.31061175267751e-06,0.000117895181935584,7.55413646129434e-05,"Etv5/Sox11/Foxa2/Neurog2/Ascl1/Neurod2/Tcf12",7
"GO:0007623","GO:0007623","circadian rhythm","9/172","222/29008",7.64344589777961e-06,0.000122487422311588,7.84838436773e-05,"Klf10/Egr1/Crem/Creb1/Arntl/Bhlhe40/Bhlhe41/Srebf1/Dbp",9
"GO:0045670","GO:0045670","regulation of osteoclast differentiation","6/172","80/29008",8.32195603820722e-06,0.000130891012255259,8.3868445843141e-05,"Klf10/Fos/Zbtb7a/Creb1/Tfe3/Mitf",6
"GO:0048844","GO:0048844","artery morphogenesis","6/172","80/29008",8.32195603820722e-06,0.000130891012255259,8.3868445843141e-05,"Hes1/Foxf1/Foxc2/Hey1/Foxc1/Hoxa13",6
"GO:0051145","GO:0051145","smooth muscle cell differentiation","6/172","80/29008",8.32195603820722e-06,0.000130891012255259,8.3868445843141e-05,"Hes1/Foxf1/Nfatc3/Foxo4/Hey1/Nfatc4",6
"GO:0043434","GO:0043434","response to peptide hormone","11/172","351/29008",8.67223794867891e-06,0.000135563572351128,8.68623897862511e-05,"Klf15/Sp1/Egr1/Creb1/Stat2/Foxo1/Srebf1/Foxc2/Foxo4/Usf1/Egr2",11
"GO:0072078","GO:0072078","nephron tubule morphogenesis","6/172","81/29008",8.94386823565782e-06,0.000138957172344245,8.90368397529221e-05,"Wt1/Hes1/Myc/Hoxd11/Hey1/Lhx1",6
"GO:0048333","GO:0048333","mesodermal cell differentiation","4/172","23/29008",9.67831027815952e-06,0.000149456573265154,9.57643332786311e-05,"Etv2/Pou5f1/Foxf1/Foxc2",4
"GO:0072088","GO:0072088","nephron epithelium morphogenesis","6/172","83/29008",1.030068197597e-05,0.000158109263101033,0.000101308546257003,"Wt1/Hes1/Myc/Hoxd11/Hey1/Lhx1",6
"GO:0010038","GO:0010038","response to metal ion","10/172","292/29008",1.04495430651639e-05,0.000159433746886452,0.000102157209543455,"Fos/Junb/Jun/Creb1/Jund/Foxa2/Mef2a/Nfatc3/Neurod2/Nfatc4",10
"GO:0022037","GO:0022037","metencephalon development","7/172","126/29008",1.06427797162546e-05,0.000161415492363195,0.000103427013407963,"Atf2/Foxp2/Ptf1a/Ascl1/Lhx1/Foxc1/Neurod2",7
"GO:0060485","GO:0060485","mesenchyme development","10/172","293/29008",1.07640940723806e-05,0.000162289418322045,0.000103986981664667,"Erg/Wt1/Hes1/Sox11/Myc/Foxa2/Foxf1/Foxc2/Hey1/Foxc1",10
"GO:0014013","GO:0014013","regulation of gliogenesis","7/172","128/29008",1.17976403400464e-05,0.000174080237826518,0.000111541951941225,"Etv5/Hes1/Sox11/Myc/Mycn/Olig2/Egr2",7
"GO:0019083","GO:0019083","viral transcription","5/172","50/29008",1.18042881595575e-05,0.000174080237826518,0.000111541951941225,"Sp1/Jun/Pou2f3/Tfap4/Usf1",5
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","5/172","50/29008",1.18042881595575e-05,0.000174080237826518,0.000111541951941225,"Klf2/Egr1/Atf3/Jun/Arnt",5
"GO:0072028","GO:0072028","nephron morphogenesis","6/172","85/29008",1.1819419601251e-05,0.000174080237826518,0.000111541951941225,"Wt1/Hes1/Myc/Hoxd11/Hey1/Lhx1",6
"GO:1901216","GO:1901216","positive regulation of neuron death","7/172","129/29008",1.24128562566588e-05,0.000181769872080267,0.000116469086836526,"Fos/Egr1/Elk1/Atf2/Jun/Foxo3/Ascl1",7
"GO:0030217","GO:0030217","T cell differentiation","10/172","299/29008",1.28285045941631e-05,0.000186783026891014,0.000119681266920583,"Sp3/Patz1/Egr1/Spi1/Ikzf1/Atf2/Egr3/Foxp3/Foxp1/Nfatc3",10
"GO:0051592","GO:0051592","response to calcium ion","7/172","130/29008",1.30543962081918e-05,0.000188992054195867,0.000121096701668095,"Fos/Junb/Jun/Jund/Mef2a/Nfatc3/Neurod2",7
"GO:0061333","GO:0061333","renal tubule morphogenesis","6/172","87/29008",1.35142889304645e-05,0.0001945446790668,0.000124654547315792,"Wt1/Hes1/Myc/Hoxd11/Hey1/Lhx1",6
"GO:0001829","GO:0001829","trophectodermal cell differentiation","4/172","25/29008",1.3698734070769e-05,0.000194622286791766,0.000124704274483198,"Sp3/Sp1/Junb/Pou5f1",4
"GO:0048857","GO:0048857","neural nucleus development","4/172","25/29008",1.3698734070769e-05,0.000194622286791766,0.000124704274483198,"Atf2/Foxp2/Nfib/Ascl1",4
"GO:0007219","GO:0007219","Notch signaling pathway","8/172","182/29008",1.38169505453258e-05,0.000194622286791766,0.000124704274483198,"Zbtb7a/Etv2/Hes1/Foxa2/Foxc2/Hey1/Ascl1/Foxc1",8
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","11/172","369/29008",1.38252095405454e-05,0.000194622286791766,0.000124704274483198,"Egr1/Zbtb7a/Mlxipl/Pou1f1/Foxo1/Myc/Foxk2/Srebf2/Foxa2/Srebf1/Foxk1",11
"GO:0043392","GO:0043392","negative regulation of DNA binding","5/172","53/29008",1.5760057615407e-05,0.000218242536978571,0.000139838955157301,"Jun/Sox11/Nfib/Tfap4/Hey1",5
"GO:0072132","GO:0072132","mesenchyme morphogenesis","5/172","53/29008",1.5760057615407e-05,0.000218242536978571,0.000139838955157301,"Myc/Foxf1/Foxc2/Hey1/Foxc1",5
"GO:2000677","GO:2000677","regulation of transcription regulatory region DNA binding","5/172","53/29008",1.5760057615407e-05,0.000218242536978571,0.000139838955157301,"Klf4/Zbtb7a/Sox11/Hey1/Foxc1",5
"GO:0032868","GO:0032868","response to insulin","9/172","244/29008",1.62536193078597e-05,0.000223860659440143,0.000143438768401083,"Klf15/Sp1/Egr1/Foxo1/Srebf1/Foxc2/Foxo4/Usf1/Egr2",9
"GO:0045665","GO:0045665","negative regulation of neuron differentiation","6/172","90/29008",1.64198805934564e-05,0.000224934708344769,0.000144126965480763,"Hes1/Foxa2/Foxo3/Olig2/Hey1/Ascl1",6
"GO:0031018","GO:0031018","endocrine pancreas development","5/172","54/29008",1.72853353387167e-05,0.000235524248358558,0.000150912215650716,"Hes1/Arntl/Rfx3/Foxa2/Rfx6",5
"GO:0090130","GO:0090130","tissue migration","10/172","310/29008",1.75083601454345e-05,0.000237294157715783,0.00015204628547351,"Sp1/Patz1/Klf4/Ets1/Jun/Egr3/Foxp1/Foxf1/Rreb1/Foxc2",10
"GO:0072012","GO:0072012","glomerulus vasculature development","4/172","27/29008",1.88298706448916e-05,0.00025376918693246,0.000162602664187493,"Egr1/Wt1/Hes1/Foxc2",4
"GO:0043620","GO:0043620","regulation of DNA-templated transcription in response to stress","5/172","55/29008",1.89231340334252e-05,0.00025376918693246,0.000162602664187493,"Klf2/Egr1/Atf3/Jun/Arnt",5
"GO:0009948","GO:0009948","anterior/posterior axis specification","5/172","56/29008",2.06791998327114e-05,0.000274430214446607,0.000175841222261707,"Wt1/Ets2/Foxa2/Hey1/Lhx1",5
"GO:0035019","GO:0035019","somatic stem cell population maintenance","5/172","56/29008",2.06791998327114e-05,0.000274430214446607,0.000175841222261707,"Klf10/Spi1/Hes1/Myc/Elf5",5
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","11/172","387/29008",2.14548142343079e-05,0.000283248013829101,0.000181491229219588,"Fos/Egr1/Zbtb7a/Spi1/Etv2/Atf2/Jun/Creb1/Hes1/Sox11/Hoxa13",11
"GO:0061437","GO:0061437","renal system vasculature development","4/172","28/29008",2.1866777966616e-05,0.000285725898763782,0.000183078934554502,"Egr1/Wt1/Hes1/Foxc2",4
"GO:0061440","GO:0061440","kidney vasculature development","4/172","28/29008",2.1866777966616e-05,0.000285725898763782,0.000183078934554502,"Egr1/Wt1/Hes1/Foxc2",4
"GO:0061053","GO:0061053","somite development","6/172","95/29008",2.23674197843818e-05,0.000290776457196963,0.000186315081018132,"Sox11/Foxa2/Foxf1/Foxc2/Lhx1/Foxc1",6
"GO:0045607","GO:0045607","regulation of inner ear auditory receptor cell differentiation","3/172","10/29008",2.38420133183476e-05,0.000302236069329103,0.000193657830095612,"Hes1/Mycn/Hey1",3
"GO:0045631","GO:0045631","regulation of mechanoreceptor differentiation","3/172","10/29008",2.38420133183476e-05,0.000302236069329103,0.000193657830095612,"Hes1/Mycn/Hey1",3
"GO:0072203","GO:0072203","cell proliferation involved in metanephros development","3/172","10/29008",2.38420133183476e-05,0.000302236069329103,0.000193657830095612,"Egr1/Wt1/Myc",3
"GO:0090009","GO:0090009","primitive streak formation","3/172","10/29008",2.38420133183476e-05,0.000302236069329103,0.000193657830095612,"Ets2/Foxa2/Lhx1",3
"GO:2000980","GO:2000980","regulation of inner ear receptor cell differentiation","3/172","10/29008",2.38420133183476e-05,0.000302236069329103,0.000193657830095612,"Hes1/Mycn/Hey1",3
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","8/172","197/29008",2.44451631016678e-05,0.000308347898925988,0.000197573986298524,"Zbtb7a/Mlxipl/Pou1f1/Foxo1/Myc/Foxk2/Foxa2/Foxk1",8
"GO:0014009","GO:0014009","glial cell proliferation","5/172","58/29008",2.45699188686593e-05,0.000308394843730758,0.000197604066192847,"Etv5/Creb1/Hes1/Sox11/Myc",5
"GO:0001825","GO:0001825","blastocyst formation","5/172","59/29008",2.67168663355454e-05,0.000333698899132204,0.00021381764544082,"Sp3/Sp1/Junb/Gabpa/Pou5f1",5
"GO:0051098","GO:0051098","regulation of binding","11/172","397/29008",2.70961246523951e-05,0.000336785002996598,0.000215795067193144,"Klf4/Zbtb7a/Jun/Hes1/Sox11/Myc/Nfib/Tfap4/Hey1/Foxc1/Nfatc4",11
"GO:0003205","GO:0003205","cardiac chamber development","8/172","200/29008",2.72354677622702e-05,0.0003368736497974,0.0002158518676509,"Hes1/Sox11/Foxf1/Zbtb14/Foxc2/Hey1/Foxc1/Hoxa13",8
"GO:0021515","GO:0021515","cell differentiation in spinal cord","5/172","61/29008",3.14458765889253e-05,0.000386157279628874,0.000247430364663465,"Olig2/Ascl1/Lhx1/Hoxd10/Hoxc10",5
"GO:0043502","GO:0043502","regulation of muscle adaptation","6/172","101/29008",3.16745963274861e-05,0.000386157279628874,0.000247430364663465,"Klf4/Foxo1/Foxp1/Yy1/Mef2a/Foxo3",6
"GO:0060993","GO:0060993","kidney morphogenesis","6/172","101/29008",3.16745963274861e-05,0.000386157279628874,0.000247430364663465,"Wt1/Hes1/Myc/Hoxd11/Hey1/Lhx1",6
"GO:0060261","GO:0060261","positive regulation of transcription initiation from RNA polymerase II promoter","4/172","31/29008",3.31407777674084e-05,0.000402108103577889,0.000257650858733085,"Ikzf1/Creb1/Pou5f1/Myc",4
"GO:0003231","GO:0003231","cardiac ventricle development","7/172","151/29008",3.43459409937665e-05,0.000414755723469749,0.000265754824052541,"Hes1/Sox11/Foxf1/Foxc2/Hey1/Foxc1/Hoxa13",7
"GO:0034599","GO:0034599","cellular response to oxidative stress","9/172","271/29008",3.70348801349113e-05,0.000445117332942236,0.000285209032220692,"Fos/Etv5/Atf2/Jun/Arnt/Arntl/Foxo1/Foxp1/Foxo3",9
"GO:0003300","GO:0003300","cardiac muscle hypertrophy","6/172","104/29008",3.73725771766726e-05,0.000447067261249586,0.000286458449226683,"Klf15/Foxo1/Foxp1/Yy1/Mef2a/Nfatc3",6
"GO:1901652","GO:1901652","response to peptide","11/172","412/29008",3.79493209464723e-05,0.000451845185848651,0.000289519905499156,"Klf15/Sp1/Egr1/Creb1/Stat2/Foxo1/Srebf1/Foxc2/Foxo4/Usf1/Egr2",11
"GO:0030224","GO:0030224","monocyte differentiation","4/172","33/29008",4.27026700674497e-05,0.000506076294566799,0.000324268500732506,"Sp3/Jun/Myc/Foxp1",4
"GO:2000288","GO:2000288","positive regulation of myoblast proliferation","3/172","12/29008",4.33299286671332e-05,0.000511132677054886,0.000327508378960641,"Atf2/Sox15/Meis2",3
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","8/172","215/29008",4.5516849696902e-05,0.000534455912570075,0.00034245274741642,"Sp1/Jun/Egr3/Sox11/Myc/Foxp2/Foxp1/Rreb1",8
"GO:0001707","GO:0001707","mesoderm formation","5/172","66/29008",4.61233771737208e-05,0.000537745984049949,0.000344560861464707,"Etv2/Pou5f1/Foxf1/Foxc2/Foxc1",5
"GO:0014897","GO:0014897","striated muscle hypertrophy","6/172","108/29008",4.62191407013103e-05,0.000537745984049949,0.000344560861464707,"Klf15/Foxo1/Foxp1/Yy1/Mef2a/Nfatc3",6
"GO:0070542","GO:0070542","response to fatty acid","4/172","34/29008",4.81731933252708e-05,0.000557933166330863,0.000357495803098062,"Foxo1/Foxp1/Foxo3/Nfatc4",4
"GO:0030968","GO:0030968","endoplasmic reticulum unfolded protein response","5/172","67/29008",4.96054868882033e-05,0.000571922084122815,0.000366459205351766,"Creb3l4/Atf3/Creb3/Creb3l2/Bhlha15",5
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","11/172","425/29008",5.02032271127966e-05,0.00057620640848381,0.000369204387159543,"Klf4/Zbtb7a/Spi1/Atf2/Hes1/Bhlhe40/Foxp3/Creb3/Foxa2/Neurog2/Neurod2",11
"GO:0014896","GO:0014896","muscle hypertrophy","6/172","110/29008",5.12310192532527e-05,0.000582752844005749,0.000373399017207683,"Klf15/Foxo1/Foxp1/Yy1/Mef2a/Nfatc3",6
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis","6/172","110/29008",5.12310192532527e-05,0.000582752844005749,0.000373399017207683,"Sox11/Hoxd11/Mycn/Foxc2/Lhx1/Hoxd10",6
"GO:0003007","GO:0003007","heart morphogenesis","9/172","284/29008",5.32133219667384e-05,0.000600779099444978,0.000384949344476229,"Erg/Atf2/Jun/Hes1/Sox11/Foxf1/Foxc2/Hey1/Foxc1",9
"GO:0060425","GO:0060425","lung morphogenesis","5/172","68/29008",5.32873141579925e-05,0.000600779099444978,0.000384949344476229,"Sox11/Foxp2/Foxa2/Foxf1/Nfib",5
